
5999	AFR	13935.125	214.467327057	14322	13467	D-edges 99 	D-max-degree 16 	D-min-degree 5 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 11 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 16 	NSUC.disc 10 	CSUC.disc 3 	min_CSUC.disc 3 	all_sinkless_cycles 10 	NSUC.conn 0 	NSUC-D-max-degree 16 	NSUC-D-max-in-degree 10 	NSUC-D-max-out-degree 11
5899	L2	13247.5625	237.724096578	13669	12809	D-edges 90 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5898	YX	13247.0625	221.194334452	13673	12923	D-edges 99 	D-max-degree 16 	D-min-degree 4 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 12 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 16 	NSUC.disc 10 	CSUC.disc 3 	min_CSUC.disc 3 	all_sinkless_cycles 10 	NSUC.conn 0 	NSUC-D-max-degree 16 	NSUC-D-max-in-degree 9 	NSUC-D-max-out-degree 12
5897	UO	13245.5	314.965672733	13763	12716	D-edges 89 	D-max-degree 12 	D-min-degree 4 	D-max-in-degree 8 	D-min-in-degree 0 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 11 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5896	RG	13243.875	288.034693006	13628	12716	D-edges 91 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 14 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5895	Q6	13243.0	270.78889379	13824	12734	D-edges 91 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 14 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5894	MD	13240.0625	282.525766248	13665	12669	D-edges 91 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 14 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5893	KO	13232.8125	205.985502751	13574	12913	D-edges 89 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5892	TP	13231.4375	311.595685294	13715	12765	D-edges 89 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5891	2K	13229.0625	205.11718259	13558	12796	D-edges 90 	D-max-degree 14 	D-min-degree 3 	D-max-in-degree 9 	D-min-in-degree 0 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 15 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 14 	NSUC-D-max-in-degree 9 	NSUC-D-max-out-degree 5
5890	OP	13227.75	268.980134025	13793	12832	D-edges 87 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5889	QG	13222.25	254.293752381	13795	12913	D-edges 90 	D-max-degree 13 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 13 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5888	ST	13217.75	221.715893657	13500	12717	D-edges 89 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 0 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5887	OR	13216.5625	170.04079244	13542	12934	D-edges 92 	D-max-degree 13 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 13 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5886	VE	13216.0	312.237089405	13676	12698	D-edges 89 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5885	U2	13212.9375	273.276295338	13640	12701	D-edges 86 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 7 	NSUC-D-max-out-degree 5
5884	R2	13212.25	278.49135983	13711	12695	D-edges 91 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 14 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5883	RD	13211.5625	281.750991292	13675	12650	D-edges 90 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 14 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5882	VX	13207.25	165.927883431	13472	12929	D-edges 98 	D-max-degree 15 	D-min-degree 4 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 16 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 14 	NSUC-D-max-in-degree 9 	NSUC-D-max-out-degree 8
5881	OV	13204.1875	275.138878285	13628	12628	D-edges 89 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5880	SN	13203.75	258.53831921	13684	12827	D-edges 87 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 12 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 10 	DD 13 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5879	QA	13202.125	306.519345841	13713	12669	D-edges 91 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 14 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 6
5878	QS	13195.4375	267.748475427	13751	12633	D-edges 89 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 15 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5877	QJ	13195.1875	234.896311899	13621	12741	D-edges 89 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5876	PI	13181.0	329.446126097	13662	12516	D-edges 88 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5875	SG	13175.875	228.694904567	13475	12730	D-edges 88 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 11 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5874	AAC	13175.375	269.012749466	13673	12811	D-edges 97 	D-max-degree 17 	D-min-degree 4 	D-max-in-degree 11 	D-min-in-degree 1 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 17 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 16 	NSUC.disc 7 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 7 	NSUC.conn 0 	NSUC-D-max-degree 17 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 12
5873	VR	13173.1875	180.338992854	13394	12790	D-edges 92 	D-max-degree 14 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 18 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 14 	NSUC-D-max-in-degree 7 	NSUC-D-max-out-degree 8
5872	VY	13168.1875	230.53123941	13606	12852	D-edges 91 	D-max-degree 14 	D-min-degree 3 	D-max-in-degree 8 	D-min-in-degree 0 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 15 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 14 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 6
5871	N7	13155.1875	177.844461099	13515	12878	D-edges 89 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5870	MF	13154.25	217.079910402	13521	12841	D-edges 87 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5869	PS	13151.4375	250.501988203	13621	12619	D-edges 87 	D-max-degree 11 	D-min-degree 4 	D-max-in-degree 8 	D-min-in-degree 0 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 11 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5868	KX	13150.9375	275.678360764	13567	12591	D-edges 88 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 7 	NSUC-D-max-out-degree 6
5867	RO	13141.9375	261.904913268	13795	12647	D-edges 86 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5866	HM	13133.625	141.120903395	13392	12795	D-edges 105 	D-max-degree 13 	D-min-degree 7 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 11 	DD 9 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 13 	NSUC-D-max-in-degree 6 	NSUC-D-max-out-degree 8
5865	MC	13132.3125	212.945332994	13536	12883	D-edges 86 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 7 	NSUC-D-max-out-degree 5
5864	KU	13131.6875	166.32901083	13442	12843	D-edges 104 	D-max-degree 13 	D-min-degree 7 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 11 	DD 9 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 13 	NSUC-D-max-in-degree 6 	NSUC-D-max-out-degree 7
5863	RU	13128.8125	265.666195335	13472	12500	D-edges 85 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 0 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5862	PY	13126.75	320.948107176	13610	12621	D-edges 88 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 11 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5861	NI	13123.0625	132.890212558	13299	12837	D-edges 92 	D-max-degree 13 	D-min-degree 5 	D-max-in-degree 9 	D-min-in-degree 0 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 11 	DD 10 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 9 	NSUC-D-max-out-degree 5
5860	YV	13114.8125	164.771136258	13411	12872	D-edges 91 	D-max-degree 15 	D-min-degree 3 	D-max-in-degree 9 	D-min-in-degree 0 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 16 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 14 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 8
5859	H5	13104.5	197.521201394	13468	12657	D-edges 105 	D-max-degree 13 	D-min-degree 7 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 10 	DD 12 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 13 	NSUC-D-max-in-degree 6 	NSUC-D-max-out-degree 7
5858	KT	13095.8125	246.11918321	13503	12341	D-edges 87 	D-max-degree 11 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 11 	NSUC-D-max-in-degree 7 	NSUC-D-max-out-degree 5
5857	LI	13092.5625	175.802790347	13389	12786	D-edges 104 	D-max-degree 13 	D-min-degree 7 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 11 	DD 9 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 13 	NSUC-D-max-in-degree 6 	NSUC-D-max-out-degree 8
5856	I7	13088.5	136.39281506	13410	12910	D-edges 104 	D-max-degree 13 	D-min-degree 7 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 12 	DD 8 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 13 	NSUC-D-max-in-degree 6 	NSUC-D-max-out-degree 8
5855	LW	13082.3125	172.768891424	13449	12844	D-edges 104 	D-max-degree 13 	D-min-degree 7 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 11 	DD 9 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 13 	NSUC-D-max-in-degree 6 	NSUC-D-max-out-degree 8
5854	JS	13075.25	209.317790692	13332	12580	D-edges 87 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 7 	NSUC-D-max-out-degree 5
5853	K5	13075.0625	152.633740024	13326	12812	D-edges 106 	D-max-degree 13 	D-min-degree 8 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 11 	DD 9 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 13 	NSUC-D-max-in-degree 6 	NSUC-D-max-out-degree 8
5852	LO	13075.0	139.560470764	13301	12848	D-edges 103 	D-max-degree 13 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 11 	DD 9 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 13 	NSUC-D-max-in-degree 6 	NSUC-D-max-out-degree 8
5851	PT	13073.625	274.146373996	13614	12671	D-edges 89 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 11 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5850	MP	13072.75	179.41484749	13384	12735	D-edges 87 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 7 	NSUC-D-max-out-degree 5
