
5999	BTC	13790.5	243.987704608	14129	13354	D-edges 39 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 8 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 7 	NSUC.disc 5 	CSUC.disc 1 	min_CSUC.disc 5 	all_sinkless_cycles 5 	NSUC.conn 0 	NSUC-D-max-degree 11 	NSUC-D-max-in-degree 7 	NSUC-D-max-out-degree 6
5652	BIH	6453.25	1548.26618755	9967	4453	D-edges 34 	D-max-degree 9 	D-min-degree 4 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 6 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 6 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5651	APE	6340.875	1014.67986793	7955	4278	D-edges 37 	D-max-degree 10 	D-min-degree 4 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 6 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 7 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5650	BQ3	6289.9375	1607.70544833	9386	3964	D-edges 36 	D-max-degree 10 	D-min-degree 5 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 5 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 8 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5649	BFW	6282.8125	1514.71483367	9979	4303	D-edges 29 	D-max-degree 10 	D-min-degree 2 	D-max-in-degree 6 	D-min-in-degree 0 	D-max-out-degree 5 	D-min-out-degree 2 	D-diameter-from0 0 	UR-edges 5 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 6 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5648	ADE	6279.375	1599.62803782	9793	3860	D-edges 39 	D-max-degree 10 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 8 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5647	A64	6100.6875	1479.37625026	8802	4006	D-edges 39 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5646	6S	6090.25	1387.9096017	9918	4058	D-edges 36 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 8 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5645	IQ	6072.3125	2272.41753752	10013	3166	D-edges 32 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 8 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5644	OL	6044.5	932.449931632	8108	4131	D-edges 31 	D-max-degree 10 	D-min-degree 3 	D-max-in-degree 8 	D-min-in-degree 0 	D-max-out-degree 5 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 6 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 7 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5643	OR	6037.0	1592.18768523	8418	3530	D-edges 34 	D-max-degree 11 	D-min-degree 4 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 7 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5642	ASS	6002.875	1194.377708	8185	3934	D-edges 36 	D-max-degree 9 	D-min-degree 5 	D-max-in-degree 5 	D-min-in-degree 2 	D-max-out-degree 5 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 7 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 8 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5641	QS	5950.1875	1499.37158581	8001	3233	D-edges 37 	D-max-degree 9 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 7 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5640	6X	5921.75	1740.0078484	9399	3065	D-edges 37 	D-max-degree 10 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 7 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5639	BIN	5921.5	1355.46809258	8308	3907	D-edges 38 	D-max-degree 10 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 5 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 8 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5638	AX2	5907.9375	1808.31556527	9753	3935	D-edges 39 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 8 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5637	BCO	5886.0	1440.35134603	8582	4004	D-edges 40 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 8 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5636	E7	5716.875	1217.58320429	7126	3585	D-edges 35 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 5 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 6 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5635	E4	5669.0625	1264.47501304	7736	3701	D-edges 33 	D-max-degree 9 	D-min-degree 4 	D-max-in-degree 5 	D-min-in-degree 2 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 5 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 6 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5634	EZ	5657.0625	1630.34656855	8990	3194	D-edges 38 	D-max-degree 10 	D-min-degree 4 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 4 	UR-edges 8 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5633	BRK	5648.0625	1290.26162409	7434	3792	D-edges 37 	D-max-degree 10 	D-min-degree 5 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5632	AA5	5630.875	1740.4629368	8646	3445	D-edges 39 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 7 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5631	AFS	5622.625	1752.29445567	10312	3806	D-edges 39 	D-max-degree 10 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5630	DW	5621.625	1788.36024318	9658	3079	D-edges 36 	D-max-degree 9 	D-min-degree 5 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 8 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5629	BNY	5610.3125	1379.08673217	8125	2853	D-edges 37 	D-max-degree 10 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 7 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5628	AIN	5568.0	1477.5256766	8047	3567	D-edges 39 	D-max-degree 10 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5627	BIQ	5513.6875	1217.7151103	7397	3228	D-edges 38 	D-max-degree 10 	D-min-degree 4 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5626	3K	5487.9375	1222.98648136	7351	3407	D-edges 38 	D-max-degree 10 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 7 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5625	YJ	5475.9375	1530.20274264	8173	3138	D-edges 38 	D-max-degree 13 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 8 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5624	HD	5428.9375	1946.6271943	9332	3311	D-edges 35 	D-max-degree 10 	D-min-degree 4 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 7 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 8 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5623	BOZ	5405.8125	1504.95187709	8606	3297	D-edges 35 	D-max-degree 10 	D-min-degree 4 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 7 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5622	BUT	5397.875	1786.45136636	9930	3215	D-edges 33 	D-max-degree 11 	D-min-degree 4 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 6 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 6 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5621	BG2	5392.875	1245.61510282	7464	3509	D-edges 37 	D-max-degree 9 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 8 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5620	ND	5366.5625	974.891338096	7151	3685	D-edges 36 	D-max-degree 10 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 5 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 6 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 7 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5619	EI	5361.0625	1332.74235454	7673	3400	D-edges 38 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 3 	D-diameter-from0 4 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 8 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5618	IM	5356.1875	1686.11139974	9670	3077	D-edges 39 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 8 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5617	BLY	5356.0625	1674.1793687	8908	3204	D-edges 39 	D-max-degree 11 	D-min-degree 6 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 5 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 6 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 7 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5616	AZ4	5348.3125	1494.47845078	9041	2785	D-edges 38 	D-max-degree 9 	D-min-degree 5 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 5 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 1 	UR-connected 0 	UR-components 3 	DD 6 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5615	WQ	5346.75	1102.99895172	6841	3161	D-edges 33 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 6 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5614	BPZ	5317.1875	1050.33061573	7199	3815	D-edges 33 	D-max-degree 11 	D-min-degree 4 	D-max-in-degree 5 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 6 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 7 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5613	7Z	5305.0625	1338.4628529	7820	3544	D-edges 39 	D-max-degree 10 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 0 	D-max-out-degree 5 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 8 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5612	AX3	5269.125	1132.46235451	7623	3427	D-edges 37 	D-max-degree 9 	D-min-degree 5 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 7 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5611	AGE	5267.9375	1473.31028083	9621	3637	D-edges 39 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 8 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5610	AGF	5267.8125	1118.59170493	7301	3580	D-edges 39 	D-max-degree 10 	D-min-degree 6 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 6 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 7 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5609	AMY	5265.875	1419.82828517	8109	2776	D-edges 36 	D-max-degree 9 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 7 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5608	L	5241.4375	1623.77711558	9221	3487	D-edges 36 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 4 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 5 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5607	AC6	5215.8125	1294.40325144	7412	3084	D-edges 37 	D-max-degree 10 	D-min-degree 5 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 6 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 6 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5606	5P	5167.375	1008.83979619	7058	3556	D-edges 36 	D-max-degree 10 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 5 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 7 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5605	27	5163.8125	1170.5625901	7148	3456	D-edges 38 	D-max-degree 10 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 7 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5604	GE	5156.5625	1449.27412731	8809	3124	D-edges 41 	D-max-degree 10 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 6 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 7 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5603	BPQ	5148.5	25.3179778023	5202	5109	D-edges 37 	D-max-degree 10 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	DD 4 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 3 	NSUC.conn 3 	NSUC-D-max-degree 10 	NSUC-D-max-in-degree 7 	NSUC-D-max-out-degree 3
