
5999	AAV	98610.375	3550.43210178	106530	92143	D-edges 197 	D-max-degree 25 	D-min-degree 10 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 49 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0
5730	IK	15531.75	1508.60782263	18842	13520	D-edges 180 	D-max-degree 24 	D-min-degree 14 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 12 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 43 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 19 	NSUC.conn 19
5729	IZ	15417.9375	1165.97327739	17244	13218	D-edges 179 	D-max-degree 25 	D-min-degree 13 	D-max-in-degree 12 	D-min-in-degree 4 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 39 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 16 	NSUC.conn 16
5728	7C	15147.4375	1402.08661326	18723	13456	D-edges 187 	D-max-degree 24 	D-min-degree 13 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 44 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 19 	NSUC.conn 19
5727	H5	15120.0	2015.00111663	22215	13391	D-edges 186 	D-max-degree 23 	D-min-degree 13 	D-max-in-degree 13 	D-min-in-degree 3 	D-max-out-degree 12 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 39 	UR-max-degree 6 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 18 	NSUC.conn 18
5726	F2	14952.0	1243.36353292	17348	12296	D-edges 171 	D-max-degree 24 	D-min-degree 14 	D-max-in-degree 15 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 30 	UR-max-degree 6 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 17 	NSUC.conn 17
5725	IM	14938.9375	1437.7346534	17697	12008	D-edges 186 	D-max-degree 23 	D-min-degree 14 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 12 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 46 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 19 	NSUC.conn 19
5724	HG	14932.5	1025.80054104	17018	13412	D-edges 168 	D-max-degree 22 	D-min-degree 13 	D-max-in-degree 11 	D-min-in-degree 6 	D-max-out-degree 12 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 35 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 17 	NSUC.conn 17
5723	PO	14923.375	1271.248691	17526	12753	D-edges 195 	D-max-degree 24 	D-min-degree 12 	D-max-in-degree 15 	D-min-in-degree 6 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 49 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 19 	NSUC.conn 19
5722	FB	14822.5	1217.85338814	17811	13377	D-edges 191 	D-max-degree 24 	D-min-degree 13 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 13 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 39 	UR-max-degree 6 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 19 	NSUC.conn 19
5721	FZ	14819.875	1250.68670512	16919	13125	D-edges 195 	D-max-degree 24 	D-min-degree 11 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 47 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 19 	NSUC.conn 19
5720	FW	14534.375	589.690901554	15519	13506	D-edges 179 	D-max-degree 24 	D-min-degree 13 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 12 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 44 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 18 	NSUC.conn 18
5719	IC	14485.9375	1100.6015099	17031	12614	D-edges 196 	D-max-degree 24 	D-min-degree 11 	D-max-in-degree 15 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 48 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 19 	NSUC.conn 19
5718	CT	14479.6875	1228.58204441	16737	11834	D-edges 191 	D-max-degree 24 	D-min-degree 14 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 12 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 40 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 17 	NSUC.conn 17
5717	MK	14474.0	1042.5348915	16685	12885	D-edges 177 	D-max-degree 25 	D-min-degree 11 	D-max-in-degree 12 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 41 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 18 	NSUC.conn 18
5716	F3	14438.625	1043.5535369	16727	12722	D-edges 183 	D-max-degree 23 	D-min-degree 15 	D-max-in-degree 12 	D-min-in-degree 5 	D-max-out-degree 12 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 39 	UR-max-degree 7 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5715	FV	14381.0625	857.999378551	15964	12580	D-edges 185 	D-max-degree 23 	D-min-degree 15 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 12 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 39 	UR-max-degree 6 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5714	CF	14315.625	709.60419205	15606	13111	D-edges 184 	D-max-degree 23 	D-min-degree 15 	D-max-in-degree 12 	D-min-in-degree 5 	D-max-out-degree 12 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 39 	UR-max-degree 6 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5713	HQ	14226.6875	1044.26856691	17539	12827	D-edges 183 	D-max-degree 24 	D-min-degree 13 	D-max-in-degree 14 	D-min-in-degree 5 	D-max-out-degree 12 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 36 	UR-max-degree 6 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5712	HD	14223.125	1150.27235226	15804	11745	D-edges 185 	D-max-degree 24 	D-min-degree 15 	D-max-in-degree 12 	D-min-in-degree 5 	D-max-out-degree 12 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 40 	UR-max-degree 7 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5711	GO	14201.6875	709.107424756	15561	13333	D-edges 188 	D-max-degree 23 	D-min-degree 14 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 12 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 42 	UR-max-degree 7 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5710	F5	14175.8125	1318.11542641	17365	12521	D-edges 189 	D-max-degree 24 	D-min-degree 13 	D-max-in-degree 13 	D-min-in-degree 3 	D-max-out-degree 13 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 38 	UR-max-degree 6 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 19 	NSUC.conn 19
5709	ARM	14156.8125	789.478642741	16268	12971	D-edges 189 	D-max-degree 24 	D-min-degree 13 	D-max-in-degree 13 	D-min-in-degree 7 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 39 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 19 	NSUC.conn 19
5708	PM	14077.1875	1222.41958932	16803	12216	D-edges 188 	D-max-degree 25 	D-min-degree 15 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 43 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 19 	NSUC.conn 19
5707	AJJ	14063.25	1160.17469051	16243	12285	D-edges 195 	D-max-degree 24 	D-min-degree 10 	D-max-in-degree 14 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 46 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 19 	NSUC.conn 19
5706	MY	14059.4375	1918.90186594	19874	11669	D-edges 189 	D-max-degree 26 	D-min-degree 12 	D-max-in-degree 14 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 51 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 19 	NSUC.conn 19
5705	NT	14035.5625	919.051887052	16666	12696	D-edges 182 	D-max-degree 24 	D-min-degree 10 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 41 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 17 	NSUC.conn 17
5704	GD	14011.625	730.207066095	15408	12518	D-edges 195 	D-max-degree 24 	D-min-degree 11 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 46 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 19 	NSUC.conn 19
5703	HT	13886.6875	1096.50232095	15966	12253	D-edges 186 	D-max-degree 25 	D-min-degree 14 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 44 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5702	Y2	13885.6875	583.771329241	14640	12220	D-edges 198 	D-max-degree 26 	D-min-degree 11 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 55 	UR-max-degree 10 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 19 	NSUC.conn 19
5701	NE	13826.125	912.420330426	15697	12000	D-edges 187 	D-max-degree 24 	D-min-degree 13 	D-max-in-degree 12 	D-min-in-degree 7 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 41 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 18 	NSUC.conn 18
5700	B7	13808.8125	790.901243736	15350	12697	D-edges 186 	D-max-degree 23 	D-min-degree 15 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 12 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 41 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5699	EK	13775.8125	891.755937655	14983	11837	D-edges 195 	D-max-degree 26 	D-min-degree 14 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 12 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 47 	UR-max-degree 10 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5698	HW	13765.8125	2805.39240167	24332	11800	D-edges 176 	D-max-degree 23 	D-min-degree 13 	D-max-in-degree 12 	D-min-in-degree 5 	D-max-out-degree 12 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 42 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 18 	NSUC.conn 18
5697	H4	13751.875	827.528993072	15422	11884	D-edges 191 	D-max-degree 26 	D-min-degree 12 	D-max-in-degree 14 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 53 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 19 	NSUC.conn 19
5696	ADP	13747.5	937.577396805	15165	12214	D-edges 197 	D-max-degree 25 	D-min-degree 14 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 48 	UR-max-degree 7 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5695	IL	13696.125	902.319571646	15545	12203	D-edges 183 	D-max-degree 24 	D-min-degree 13 	D-max-in-degree 16 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 35 	UR-max-degree 6 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5694	AQW	13665.9375	1059.84093552	15392	11341	D-edges 193 	D-max-degree 24 	D-min-degree 11 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 49 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 19 	NSUC.conn 19
5693	CP	13638.9375	735.592063303	15274	12573	D-edges 189 	D-max-degree 23 	D-min-degree 12 	D-max-in-degree 14 	D-min-in-degree 7 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 49 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 19 	NSUC.conn 19
5692	7	13619.5	1291.49845141	17763	11488	D-edges 198 	D-max-degree 24 	D-min-degree 14 	D-max-in-degree 14 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 54 	UR-max-degree 8 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5691	G4	13588.1875	1033.34440161	15130	11604	D-edges 174 	D-max-degree 24 	D-min-degree 13 	D-max-in-degree 16 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 32 	UR-max-degree 6 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5690	NQ	13574.125	727.275556014	14700	12020	D-edges 178 	D-max-degree 24 	D-min-degree 12 	D-max-in-degree 14 	D-min-in-degree 5 	D-max-out-degree 15 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 39 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 17 	NSUC.conn 17
5689	ATU	13528.5	1419.26644785	16422	11221	D-edges 205 	D-max-degree 25 	D-min-degree 14 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 55 	UR-max-degree 10 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 19 	NSUC.conn 19
5688	GS	13521.875	1038.54043464	16016	11891	D-edges 204 	D-max-degree 25 	D-min-degree 13 	D-max-in-degree 14 	D-min-in-degree 4 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 54 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 19 	NSUC.conn 19
5687	DD	13514.3125	1040.45144761	15421	11932	D-edges 193 	D-max-degree 26 	D-min-degree 14 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 12 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 46 	UR-max-degree 10 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5686	AT	13479.4375	1095.67421987	15892	11648	D-edges 186 	D-max-degree 27 	D-min-degree 10 	D-max-in-degree 15 	D-min-in-degree 6 	D-max-out-degree 12 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 44 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 19 	NSUC.conn 19
5685	APM	13472.4375	914.703706724	15415	11904	D-edges 200 	D-max-degree 27 	D-min-degree 12 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 47 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 19 	NSUC.conn 19
5684	RG	13460.8125	841.066675326	15088	12376	D-edges 194 	D-max-degree 24 	D-min-degree 10 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 46 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 19 	NSUC.conn 19
5683	OC	13448.125	597.909260988	15288	12466	D-edges 194 	D-max-degree 25 	D-min-degree 12 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 46 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 18 	NSUC.conn 18
5682	KR	13433.375	590.22346139	14429	12261	D-edges 176 	D-max-degree 27 	D-min-degree 10 	D-max-in-degree 13 	D-min-in-degree 4 	D-max-out-degree 14 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 43 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 18 	NSUC.conn 18
5681	DM	13432.8125	814.806435507	15770	12554	D-edges 189 	D-max-degree 24 	D-min-degree 13 	D-max-in-degree 14 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 44 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 18 	NSUC.conn 18
5680	Y3	13404.75	614.132263849	14546	12616	D-edges 191 	D-max-degree 24 	D-min-degree 11 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 51 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 19 	NSUC.conn 19
5679	HF	13397.8125	957.350916511	15736	12075	D-edges 189 	D-max-degree 24 	D-min-degree 14 	D-max-in-degree 12 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 46 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 18 	NSUC.conn 18
5678	AST	13382.625	856.892341181	14902	12101	D-edges 193 	D-max-degree 23 	D-min-degree 15 	D-max-in-degree 15 	D-min-in-degree 6 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 48 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 19 	NSUC.conn 19
5677	O6	13382.0625	559.836970549	14492	12351	D-edges 195 	D-max-degree 27 	D-min-degree 13 	D-max-in-degree 14 	D-min-in-degree 8 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 49 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 19 	NSUC.conn 19
5676	GE	13358.25	1181.04310357	15241	11286	D-edges 190 	D-max-degree 27 	D-min-degree 11 	D-max-in-degree 15 	D-min-in-degree 6 	D-max-out-degree 12 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 45 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 19 	NSUC.conn 19
5675	7T	13348.875	1327.99044024	16436	11906	D-edges 197 	D-max-degree 26 	D-min-degree 13 	D-max-in-degree 13 	D-min-in-degree 7 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 46 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 18 	NSUC.conn 18
5674	H2	13309.6875	1000.69549057	16227	11745	D-edges 168 	D-max-degree 23 	D-min-degree 13 	D-max-in-degree 15 	D-min-in-degree 4 	D-max-out-degree 13 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 31 	UR-max-degree 5 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 0 	NSUC.conn 0
5673	HE	13220.75	919.846216767	14732	11578	D-edges 184 	D-max-degree 23 	D-min-degree 12 	D-max-in-degree 12 	D-min-in-degree 7 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 44 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 18 	NSUC.conn 18
5672	HP	13183.125	975.217916353	15196	12133	D-edges 174 	D-max-degree 22 	D-min-degree 11 	D-max-in-degree 14 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 33 	UR-max-degree 6 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 17 	NSUC.conn 17
5671	I2	13169.8125	337.318324945	13906	12544	D-edges 187 	D-max-degree 26 	D-min-degree 12 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 47 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 18 	NSUC.conn 18
5670	AM5	13146.625	623.217746358	14306	12517	D-edges 190 	D-max-degree 23 	D-min-degree 10 	D-max-in-degree 12 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 45 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 10 	all_sinkless_cycles 19 	NSUC.conn 19
