
5999	FU7	3622.5	73.4557690042	3791	3493	D-edges 37 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5267	DVQ	2378.6875	45.2143765162	2455	2308	D-edges 31 	D-max-degree 9 	D-min-degree 4 	D-max-in-degree 6 	D-min-in-degree 0 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 5 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 6 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5266	EUA	2378.4375	44.8329799785	2473	2312	D-edges 34 	D-max-degree 11 	D-min-degree 4 	D-max-in-degree 5 	D-min-in-degree 0 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 5 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 6 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5265	DRE	2377.125	45.2864149056	2437	2268	D-edges 28 	D-max-degree 9 	D-min-degree 2 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 5 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 5 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5264	EAR	2376.3125	52.2023930845	2459	2267	D-edges 34 	D-max-degree 9 	D-min-degree 4 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5263	IK	2376.0	42.66438796	2465	2300	D-edges 29 	D-max-degree 10 	D-min-degree 3 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 5 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	UR-sumcomponent-non0gt2lasso 4 	disc_loopy_nodes 4 	all_loopy_nodes 4 	conn_loopy_nodes 0
5262	DXD	2374.6875	36.566239125	2443	2302	D-edges 36 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 6 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5261	WP	2373.875	29.9079316403	2415	2322	D-edges 29 	D-max-degree 8 	D-min-degree 2 	D-max-in-degree 4 	D-min-in-degree 1 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 6 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 5 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5260	JY	2372.875	30.3333047161	2440	2335	D-edges 28 	D-max-degree 9 	D-min-degree 1 	D-max-in-degree 5 	D-min-in-degree 0 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 0 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 4 	all_loopy_nodes 4 	conn_loopy_nodes 0
5259	BNC	2372.8125	48.6341170759	2481	2314	D-edges 31 	D-max-degree 9 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 5 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 7 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5258	D24	2371.625	35.5015404595	2435	2316	D-edges 33 	D-max-degree 10 	D-min-degree 4 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 6 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 6 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5257	E3B	2370.0	32.9564106055	2435	2295	D-edges 32 	D-max-degree 9 	D-min-degree 4 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 5 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 5 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5256	D2V	2369.875	49.4594214988	2455	2306	D-edges 38 	D-max-degree 10 	D-min-degree 5 	D-max-in-degree 5 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 8 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 5 	all_loopy_nodes 5 	conn_loopy_nodes 0
5255	Z5	2369.8125	39.2718390676	2451	2297	D-edges 29 	D-max-degree 8 	D-min-degree 1 	D-max-in-degree 6 	D-min-in-degree 0 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 0 	UR-edges 6 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 7 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5254	FLQ	2369.8125	35.1696224567	2441	2313	D-edges 32 	D-max-degree 10 	D-min-degree 2 	D-max-in-degree 5 	D-min-in-degree 0 	D-max-out-degree 6 	D-min-out-degree 0 	D-diameter-from0 2 	UR-edges 7 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 7 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5253	DTE	2369.0625	55.994942573	2543	2287	D-edges 33 	D-max-degree 9 	D-min-degree 4 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5252	CN	2368.875	43.6031463888	2458	2294	D-edges 24 	D-max-degree 7 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 5 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 7 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5251	54	2368.0625	39.8096545294	2470	2300	D-edges 30 	D-max-degree 8 	D-min-degree 1 	D-max-in-degree 6 	D-min-in-degree 0 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 0 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 7 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5250	ERL	2367.4375	45.6836523688	2433	2276	D-edges 40 	D-max-degree 10 	D-min-degree 7 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 11 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5249	CIL	2366.4375	44.1304440693	2452	2299	D-edges 33 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5248	EJA	2365.5625	40.6754974616	2446	2295	D-edges 37 	D-max-degree 10 	D-min-degree 4 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 5 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 6 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5247	JE	2365.5	63.8993348948	2477	2253	D-edges 30 	D-max-degree 9 	D-min-degree 4 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 5 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 7 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5246	EEQ	2365.1875	33.6177385282	2452	2313	D-edges 35 	D-max-degree 10 	D-min-degree 5 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 6 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5245	D4P	2362.875	42.5424420432	2444	2293	D-edges 32 	D-max-degree 8 	D-min-degree 4 	D-max-in-degree 5 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 4 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	UR-sumcomponent-non0gt2lasso 3 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5244	C3P	2362.1875	34.0536685799	2425	2310	D-edges 36 	D-max-degree 9 	D-min-degree 4 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 6 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 6 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5243	QD	2360.9375	38.8144121912	2429	2285	D-edges 25 	D-max-degree 8 	D-min-degree 2 	D-max-in-degree 5 	D-min-in-degree 0 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 5 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 5 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5242	F6	2360.0	37.5732617695	2421	2285	D-edges 29 	D-max-degree 8 	D-min-degree 2 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 4 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	UR-sumcomponent-non0gt2lasso 6 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5241	ZU	2359.625	34.0218220412	2444	2298	D-edges 30 	D-max-degree 8 	D-min-degree 3 	D-max-in-degree 4 	D-min-in-degree 2 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 6 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 5 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5240	E6L	2359.625	51.1320288567	2414	2199	D-edges 30 	D-max-degree 9 	D-min-degree 4 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 4 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	UR-sumcomponent-non0gt2lasso 4 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5239	EX3	2358.625	30.1161812818	2417	2312	D-edges 33 	D-max-degree 10 	D-min-degree 5 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 6 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 7 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5238	MU	2357.875	26.8674407974	2426	2311	D-edges 31 	D-max-degree 8 	D-min-degree 4 	D-max-in-degree 5 	D-min-in-degree 2 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 6 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 3 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5237	CD6	2357.0	29.603631534	2440	2314	D-edges 37 	D-max-degree 10 	D-min-degree 5 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5236	FCQ	2356.625	40.4967205462	2414	2250	D-edges 48 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 6 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 13 	UR-max-degree 4 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 8 	conn_loopy_nodes 8
5235	CHE	2356.125	53.7318283236	2504	2268	D-edges 37 	D-max-degree 9 	D-min-degree 5 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 5 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 4 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5234	FAR	2355.8125	39.8249588041	2418	2258	D-edges 40 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5233	DG	2355.5	92.493918719	2487	2178	D-edges 30 	D-max-degree 8 	D-min-degree 3 	D-max-in-degree 4 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 6 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5232	MR	2353.25	25.4447931805	2404	2302	D-edges 26 	D-max-degree 8 	D-min-degree 3 	D-max-in-degree 4 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 6 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 6 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5231	EDI	2353.0625	47.2327597516	2466	2293	D-edges 37 	D-max-degree 9 	D-min-degree 4 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5230	DRT	2352.375	27.3493030076	2406	2308	D-edges 32 	D-max-degree 11 	D-min-degree 4 	D-max-in-degree 5 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 6 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 7 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5229	NF	2352.125	31.4163074692	2409	2285	D-edges 22 	D-max-degree 7 	D-min-degree 3 	D-max-in-degree 3 	D-min-in-degree 1 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 4 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	UR-sumcomponent-non0gt2lasso 3 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5228	NR	2351.875	44.7602990942	2424	2238	D-edges 26 	D-max-degree 9 	D-min-degree 1 	D-max-in-degree 4 	D-min-in-degree 0 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 0 	UR-edges 6 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5227	DU	2351.0625	38.7209064169	2414	2274	D-edges 29 	D-max-degree 8 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 3 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	UR-sumcomponent-non0gt2lasso 3 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5226	GN	2351.0	46.5335900184	2460	2242	D-edges 23 	D-max-degree 9 	D-min-degree 1 	D-max-in-degree 5 	D-min-in-degree 0 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 0 	UR-edges 4 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	UR-sumcomponent-non0gt2lasso 4 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5225	BTZ	2350.5625	71.3380760446	2475	2217	D-edges 28 	D-max-degree 8 	D-min-degree 2 	D-max-in-degree 6 	D-min-in-degree 0 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 5 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 7 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5224	NC	2349.125	47.0118003803	2430	2230	D-edges 30 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 2 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 5 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 6 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5223	EFV	2348.125	24.4230296032	2388	2307	D-edges 34 	D-max-degree 10 	D-min-degree 5 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 7 	disc_loopy_nodes 5 	all_loopy_nodes 5 	conn_loopy_nodes 0
5222	DYL	2346.375	42.6070343371	2416	2269	D-edges 32 	D-max-degree 11 	D-min-degree 4 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 6 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 7 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5221	E4O	2345.9375	40.6870199664	2464	2284	D-edges 37 	D-max-degree 10 	D-min-degree 5 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 5 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5220	B3H	2344.5625	23.2162894053	2379	2294	D-edges 36 	D-max-degree 10 	D-min-degree 4 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 6 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 6 	disc_loopy_nodes 5 	all_loopy_nodes 5 	conn_loopy_nodes 0
5219	UQ	2343.5	44.5519359849	2408	2262	D-edges 30 	D-max-degree 8 	D-min-degree 2 	D-max-in-degree 4 	D-min-in-degree 1 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 6 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 5 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5218	DR7	2343.25	34.9079145754	2394	2280	D-edges 36 	D-max-degree 11 	D-min-degree 3 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5217	FN7	2341.8125	46.3211867697	2419	2252	D-edges 43 	D-max-degree 11 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 7 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5216	JU	2338.4375	34.6626036782	2401	2295	D-edges 28 	D-max-degree 10 	D-min-degree 3 	D-max-in-degree 4 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 0 	D-diameter-from0 2 	UR-edges 5 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 5 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5215	DAK	2338.125	50.5146946442	2424	2265	D-edges 33 	D-max-degree 9 	D-min-degree 4 	D-max-in-degree 5 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5214	EF4	2335.625	36.5904273684	2397	2246	D-edges 36 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 8 	UR-max-degree 2 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 3 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5213	EMF	2334.5625	34.7220548607	2394	2269	D-edges 36 	D-max-degree 8 	D-min-degree 5 	D-max-in-degree 5 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 4 	conn_loopy_nodes 4
5212	XQ	2334.375	40.9708356639	2442	2274	D-edges 30 	D-max-degree 8 	D-min-degree 2 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 6 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 7 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5211	FOF	2333.125	41.0637842265	2412	2258	D-edges 32 	D-max-degree 11 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 5 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 6 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5210	DYM	2332.8125	39.9659523063	2407	2264	D-edges 33 	D-max-degree 9 	D-min-degree 4 	D-max-in-degree 4 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 6 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5209	GB	2330.8125	51.0957663975	2419	2245	D-edges 31 	D-max-degree 9 	D-min-degree 4 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5208	D46	2328.25	30.6400473237	2393	2270	D-edges 25 	D-max-degree 9 	D-min-degree 1 	D-max-in-degree 6 	D-min-in-degree 0 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 0 	UR-edges 5 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 5 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5207	EM	2327.0625	27.1303998081	2374	2259	D-edges 29 	D-max-degree 8 	D-min-degree 2 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 4 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	UR-sumcomponent-non0gt2lasso 4 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
