
5999	CQ5	16109.0625	74.3282153274	16264	15974	D-edges 146 	D-max-degree 21 	D-min-degree 2 	D-max-in-degree 18 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 6 	UR-edges 4 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 46 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5899	5K	13188.625	47.313944826	13269	13069	D-edges 150 	D-max-degree 19 	D-min-degree 2 	D-max-in-degree 16 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 6 	UR-edges 4 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 46 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5898	56	13182.875	58.875796173	13305	13036	D-edges 152 	D-max-degree 19 	D-min-degree 2 	D-max-in-degree 16 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 6 	UR-edges 5 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 45 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5897	ACO	13154.25	50.0580912541	13248	13058	D-edges 154 	D-max-degree 19 	D-min-degree 2 	D-max-in-degree 16 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 6 	UR-edges 3 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 47 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5896	BUA	13135.0625	68.5478562302	13256	13001	D-edges 145 	D-max-degree 19 	D-min-degree 2 	D-max-in-degree 15 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 6 	UR-edges 3 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 47 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5895	BI6	13123.75	49.0439853601	13198	13012	D-edges 148 	D-max-degree 19 	D-min-degree 2 	D-max-in-degree 16 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 7 	UR-edges 2 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 48 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5894	BQK	13114.5	50.79000886	13204	13003	D-edges 147 	D-max-degree 18 	D-min-degree 2 	D-max-in-degree 15 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 6 	UR-edges 3 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 47 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5893	6B	13050.4375	68.4095833473	13166	12924	D-edges 153 	D-max-degree 19 	D-min-degree 2 	D-max-in-degree 16 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 6 	UR-edges 5 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 45 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5892	BOK	13050.0	56.7670679179	13191	12956	D-edges 153 	D-max-degree 19 	D-min-degree 2 	D-max-in-degree 16 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 5 	UR-edges 5 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 45 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5891	BPH	13040.3125	47.7973832312	13111	12961	D-edges 145 	D-max-degree 18 	D-min-degree 2 	D-max-in-degree 15 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 0 	D-diameter-from0 6 	UR-edges 4 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 46 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5890	A2Q	13029.125	52.2121573486	13123	12932	D-edges 159 	D-max-degree 19 	D-min-degree 3 	D-max-in-degree 16 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 5 	UR-edges 4 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 46 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5889	BKL	13028.6875	71.9823925953	13154	12922	D-edges 155 	D-max-degree 18 	D-min-degree 2 	D-max-in-degree 15 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 6 	UR-edges 4 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 46 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5888	BXT	13025.9375	53.5495900428	13118	12929	D-edges 141 	D-max-degree 19 	D-min-degree 1 	D-max-in-degree 16 	D-min-in-degree 0 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 6 	UR-edges 4 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 46 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5887	BCR	12883.875	46.6514670187	12968	12788	D-edges 155 	D-max-degree 19 	D-min-degree 2 	D-max-in-degree 16 	D-min-in-degree 0 	D-max-out-degree 7 	D-min-out-degree 0 	D-diameter-from0 6 	UR-edges 2 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 48 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5886	AAO	12872.6875	61.9523191152	13062	12805	D-edges 152 	D-max-degree 19 	D-min-degree 2 	D-max-in-degree 16 	D-min-in-degree 0 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 6 	UR-edges 4 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 46 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5885	44	12849.9375	37.4874458152	12937	12793	D-edges 150 	D-max-degree 19 	D-min-degree 2 	D-max-in-degree 16 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 6 	UR-edges 4 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 46 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5884	3M	12833.0625	59.8910142989	12952	12709	D-edges 149 	D-max-degree 19 	D-min-degree 2 	D-max-in-degree 16 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 6 	UR-edges 4 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 46 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5883	BVX	12778.375	59.8872638797	12915	12665	D-edges 158 	D-max-degree 18 	D-min-degree 2 	D-max-in-degree 15 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 0 	D-diameter-from0 6 	UR-edges 6 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 44 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5882	BQE	12763.625	59.1236786322	12870	12655	D-edges 145 	D-max-degree 19 	D-min-degree 1 	D-max-in-degree 16 	D-min-in-degree 0 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 6 	UR-edges 4 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 46 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5881	BPR	12706.6875	35.5452506497	12764	12631	D-edges 152 	D-max-degree 18 	D-min-degree 2 	D-max-in-degree 15 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 5 	UR-edges 4 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 46 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5880	BU5	12648.25	62.5894360096	12729	12524	D-edges 142 	D-max-degree 18 	D-min-degree 2 	D-max-in-degree 15 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 6 	UR-edges 3 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 47 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5879	BOR	12636.0	71.6135462046	12759	12520	D-edges 153 	D-max-degree 17 	D-min-degree 2 	D-max-in-degree 14 	D-min-in-degree 0 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 6 	UR-edges 3 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 47 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5878	BGR	12629.625	55.9831168746	12723	12505	D-edges 152 	D-max-degree 18 	D-min-degree 3 	D-max-in-degree 15 	D-min-in-degree 0 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 5 	UR-edges 6 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 44 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5877	BKF	12613.5625	64.6142096891	12734	12528	D-edges 151 	D-max-degree 19 	D-min-degree 2 	D-max-in-degree 16 	D-min-in-degree 0 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 5 	UR-edges 4 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 46 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5876	BVU	12603.75	56.6452778261	12692	12499	D-edges 147 	D-max-degree 19 	D-min-degree 2 	D-max-in-degree 16 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 5 	UR-edges 4 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 46 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5875	3R	12575.0625	45.9748147767	12652	12500	D-edges 149 	D-max-degree 18 	D-min-degree 1 	D-max-in-degree 15 	D-min-in-degree 0 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 5 	UR-edges 3 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 47 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5874	BL2	12553.4375	45.4188407354	12647	12436	D-edges 146 	D-max-degree 17 	D-min-degree 1 	D-max-in-degree 15 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 0 	D-diameter-from0 6 	UR-edges 2 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 48 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5873	BEV	12529.625	60.033193943	12619	12421	D-edges 151 	D-max-degree 18 	D-min-degree 1 	D-max-in-degree 15 	D-min-in-degree 0 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 6 	UR-edges 7 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 43 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5872	B3L	12512.8125	58.8506783627	12631	12422	D-edges 146 	D-max-degree 17 	D-min-degree 2 	D-max-in-degree 14 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 5 	UR-edges 6 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 44 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5871	BNM	12506.1875	53.2602322916	12568	12380	D-edges 152 	D-max-degree 18 	D-min-degree 2 	D-max-in-degree 15 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 5 	UR-edges 4 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 46 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5870	54	12461.0625	54.9436856586	12564	12375	D-edges 150 	D-max-degree 18 	D-min-degree 2 	D-max-in-degree 15 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 6 	UR-edges 4 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 46 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5869	4N	12459.375	45.3236624182	12540	12368	D-edges 153 	D-max-degree 18 	D-min-degree 2 	D-max-in-degree 15 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 6 	UR-edges 4 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 46 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5868	BXU	12425.75	43.1139478591	12516	12373	D-edges 152 	D-max-degree 18 	D-min-degree 2 	D-max-in-degree 15 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 6 	UR-edges 4 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 46 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5867	5I	12406.8125	46.6184227935	12486	12284	D-edges 152 	D-max-degree 18 	D-min-degree 2 	D-max-in-degree 15 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 6 	UR-edges 3 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 47 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5866	3D	12372.9375	55.9770809685	12466	12265	D-edges 155 	D-max-degree 18 	D-min-degree 2 	D-max-in-degree 15 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 6 	UR-edges 5 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 45 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5865	43	12371.9375	67.3474839452	12494	12239	D-edges 154 	D-max-degree 18 	D-min-degree 2 	D-max-in-degree 15 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 6 	UR-edges 5 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 45 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5864	YN	12368.375	72.1048498716	12518	12203	D-edges 152 	D-max-degree 18 	D-min-degree 2 	D-max-in-degree 15 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 6 	UR-edges 4 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 46 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5863	BFJ	12313.75	74.2365307648	12528	12227	D-edges 158 	D-max-degree 18 	D-min-degree 2 	D-max-in-degree 15 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 6 	UR-edges 5 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 45 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5862	4I	12303.375	50.0897631757	12401	12187	D-edges 152 	D-max-degree 18 	D-min-degree 2 	D-max-in-degree 15 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 6 	UR-edges 3 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 47 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5861	5J	12291.5625	54.6545615091	12386	12213	D-edges 150 	D-max-degree 18 	D-min-degree 1 	D-max-in-degree 15 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 5 	UR-edges 4 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 46 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5860	BHM	12262.6875	69.6192490892	12348	12095	D-edges 155 	D-max-degree 18 	D-min-degree 2 	D-max-in-degree 15 	D-min-in-degree 0 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 5 	UR-edges 4 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 46 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5859	BGQ	12257.6875	68.0769038937	12334	12118	D-edges 148 	D-max-degree 18 	D-min-degree 1 	D-max-in-degree 15 	D-min-in-degree 0 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 6 	UR-edges 6 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 44 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5858	BQD	12251.4375	49.0598725411	12359	12136	D-edges 157 	D-max-degree 18 	D-min-degree 2 	D-max-in-degree 15 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 6 	UR-edges 5 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 45 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5857	BMS	12250.8125	46.7603180459	12313	12150	D-edges 152 	D-max-degree 17 	D-min-degree 2 	D-max-in-degree 14 	D-min-in-degree 0 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 5 	UR-edges 4 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 46 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5856	4L	12209.1875	55.331070329	12296	12106	D-edges 153 	D-max-degree 18 	D-min-degree 2 	D-max-in-degree 15 	D-min-in-degree 0 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 6 	UR-edges 3 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 47 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5855	AYW	12202.5	52.0144210772	12302	12094	D-edges 147 	D-max-degree 17 	D-min-degree 2 	D-max-in-degree 14 	D-min-in-degree 0 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 5 	UR-edges 6 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 44 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5854	BKQ	12194.4375	46.3734416854	12277	12131	D-edges 157 	D-max-degree 17 	D-min-degree 2 	D-max-in-degree 14 	D-min-in-degree 0 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 5 	UR-edges 3 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 47 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5853	ZW	12165.9375	54.9993963035	12270	12085	D-edges 151 	D-max-degree 18 	D-min-degree 2 	D-max-in-degree 15 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 6 	UR-edges 4 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 46 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5852	3X	12164.9375	42.3828809043	12227	12080	D-edges 152 	D-max-degree 18 	D-min-degree 2 	D-max-in-degree 15 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 6 	UR-edges 4 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 46 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5851	BLR	12140.0625	49.1190756606	12219	12035	D-edges 147 	D-max-degree 18 	D-min-degree 2 	D-max-in-degree 15 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 6 	UR-edges 4 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 46 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5850	3U	12118.5625	54.0543346435	12220	12045	D-edges 151 	D-max-degree 17 	D-min-degree 2 	D-max-in-degree 14 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 0 	D-diameter-from0 6 	UR-edges 4 	UR-max-degree 1 	UR-min-degree 0 	UR-connected 0 	UR-components 46 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
