
5999	AC5	105111.0	817.213023024	106384	103617	D-edges 41 	D-max-degree 10 	D-min-degree 5 	D-max-in-degree 5 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 8 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 8 	NSUC.disc 8 	CSUC.disc 2 	min_CSUC.disc 4 	all_sinkless_cycles 8 	NSUC.conn 0
5877	FJ	52947.75	1329.55713961	55649	50354	D-edges 42 	D-max-degree 11 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
5876	BJ	52685.6875	1832.00845108	56296	49567	D-edges 46 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 11 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 7 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 7 	NSUC.conn 0
5875	N2	52675.125	1283.15177761	54874	50648	D-edges 41 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 7 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0
5874	EY	52583.5625	2746.31086571	54652	45755	D-edges 44 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
5873	FE	52433.25	1770.55851005	57239	49531	D-edges 42 	D-max-degree 11 	D-min-degree 4 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 8 	NSUC.disc 7 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 7 	NSUC.conn 0
5872	D3	52408.5	1435.73630935	55264	49216	D-edges 45 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 11 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 7 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 7 	NSUC.conn 0
5871	UY	52391.375	1382.17617704	56335	49867	D-edges 44 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 11 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 8 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 8 	NSUC.conn 0
5870	VH	52349.8125	607.623158169	53288	51205	D-edges 41 	D-max-degree 10 	D-min-degree 6 	D-max-in-degree 6 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 11 	UR-max-degree 4 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	DD 4 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 8 	NSUC.conn 4
5869	PP	52329.875	1988.25045187	55857	48160	D-edges 43 	D-max-degree 11 	D-min-degree 6 	D-max-in-degree 6 	D-min-in-degree 3 	D-max-out-degree 6 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 8 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 8 	NSUC.conn 0
5868	EG	52254.5	2038.8254891	56185	48769	D-edges 47 	D-max-degree 13 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 11 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 7 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 7 	NSUC.conn 0
5867	RD	52200.4375	2241.92158005	55202	44604	D-edges 47 	D-max-degree 11 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
5866	JF	52185.125	1270.13792927	54798	49633	D-edges 41 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 8 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 6 	NSUC.disc 5 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 5 	NSUC.conn 0
5865	VG	52146.4375	1961.69837031	55979	49017	D-edges 46 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 11 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 7 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 7 	NSUC.conn 0
5864	DY	52016.75	6715.39774976	55579	26567	D-edges 41 	D-max-degree 11 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 3 	D-diameter-from0 4 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 8 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
5863	TV	51944.8125	2501.52431576	57012	47894	D-edges 46 	D-max-degree 11 	D-min-degree 6 	D-max-in-degree 6 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 11 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 7 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 7 	NSUC.conn 0
5862	X3	51859.9375	1526.41874451	54510	49474	D-edges 43 	D-max-degree 11 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 7 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0
5861	MD	51855.625	1853.46125111	55133	49049	D-edges 46 	D-max-degree 13 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 4 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 9 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 9 	NSUC.conn 0
5860	FW	51545.3125	7522.381685	55289	22627	D-edges 43 	D-max-degree 11 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 5 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 5 	NSUC.conn 0
5859	T6	51357.75	2162.19886632	54948	47344	D-edges 47 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 11 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 7 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 7 	NSUC.conn 0
5858	LB	51286.0	1206.71221714	53636	48783	D-edges 45 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 6 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 10 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 8 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0
5857	NB	51228.5625	1455.63761668	54813	48203	D-edges 45 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0
5856	KV	50990.1875	2007.14751634	53721	46411	D-edges 45 	D-max-degree 12 	D-min-degree 7 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 7 	NSUC.disc 7 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 7 	NSUC.conn 0
5855	J3	50848.9375	1210.73683499	52906	49331	D-edges 46 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 13 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 9 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 9 	NSUC.conn 0
5854	LT	50753.0	1897.3969669	54968	47977	D-edges 46 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 7 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 7 	NSUC.conn 0
5853	KI	50729.0625	869.3225429	53063	49664	D-edges 42 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 8 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5852	MT	50696.75	7019.2086404	55520	25791	D-edges 39 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 6 	D-min-in-degree 3 	D-max-out-degree 6 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 9 	UR-max-degree 4 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	DD 8 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
5851	FM	50561.6875	1599.86654595	53550	48211	D-edges 44 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0
5850	SI	50440.8125	1177.7851151	52045	47689	D-edges 41 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 8 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 7 	NSUC.disc 5 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 5 	NSUC.conn 0
5849	M3	50372.375	1616.29657222	53264	46227	D-edges 43 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 9 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 8 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0
5848	G4	50327.75	8580.05099417	54737	27606	D-edges 39 	D-max-degree 10 	D-min-degree 5 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 5 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 8 	NSUC.disc 5 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 5 	NSUC.conn 0
5847	OS	50301.0	1477.89381384	52439	47653	D-edges 46 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 10 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0
5846	AZ	50268.8125	1463.81809059	52530	46385	D-edges 43 	D-max-degree 14 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 8 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0
5845	JB	50228.5625	1746.92068254	52510	46733	D-edges 42 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 11 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0
5844	VB	49953.25	1214.2388305	51817	47795	D-edges 42 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 5 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 7 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 7 	NSUC.conn 0
5843	FO	49902.5625	1272.73332678	52098	48049	D-edges 41 	D-max-degree 11 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 9 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 7 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0
5842	KJ	49808.0625	1789.64414999	53470	46806	D-edges 46 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 11 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 7 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 7 	NSUC.conn 0
5841	RZ	49635.625	1507.57752185	52578	46760	D-edges 47 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 10 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0
5840	DH	49564.5	1403.98375169	51814	47456	D-edges 42 	D-max-degree 12 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0
5839	LL	49377.875	2167.03428892	53487	45360	D-edges 42 	D-max-degree 10 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0
5838	TG	49367.8125	1264.35058522	51905	47416	D-edges 45 	D-max-degree 11 	D-min-degree 4 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 5 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 5 	NSUC.conn 0
5837	Q3	49359.9375	1221.82488868	52400	46702	D-edges 46 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 12 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 7 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 7 	NSUC.conn 0
5836	LS	49341.5625	1224.93219041	51063	47302	D-edges 40 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 5 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 8 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0
5835	DI	49150.0625	1143.33079579	51589	46277	D-edges 47 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0
5834	WQ	49147.875	1333.42589197	51419	47447	D-edges 44 	D-max-degree 12 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 12 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0
5833	KK	48826.25	1244.01459497	51265	46175	D-edges 43 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 5 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 5 	NSUC.conn 0
5832	KG	48783.9375	1117.90056964	50414	46155	D-edges 45 	D-max-degree 14 	D-min-degree 7 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 9 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 8 	NSUC.disc 5 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 5 	NSUC.conn 0
5831	ES	48766.9375	1262.13452476	51162	46788	D-edges 45 	D-max-degree 13 	D-min-degree 4 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 8 	NSUC.disc 7 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 7 	NSUC.conn 0
5830	XL	48566.375	846.947303187	49984	46329	D-edges 40 	D-max-degree 10 	D-min-degree 5 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 9 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5829	JK	48549.4375	1173.9703983	50064	46293	D-edges 39 	D-max-degree 11 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 6 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 4 	NSUC.conn 0
5828	KN	48452.1875	1467.52667006	50317	45530	D-edges 45 	D-max-degree 11 	D-min-degree 6 	D-max-in-degree 6 	D-min-in-degree 3 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 10 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 5 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 5 	NSUC.conn 0
5827	SF	48180.0625	938.25592649	49905	46148	D-edges 49 	D-max-degree 12 	D-min-degree 7 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 11 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 7 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 7 	NSUC.conn 0
5826	GE	48133.6875	960.561666341	49783	46407	D-edges 41 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 10 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 5 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 5 	NSUC.conn 0
5825	G3	48109.1875	1672.80666915	51282	45430	D-edges 44 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 9 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 8 	NSUC.disc 5 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 5 	NSUC.conn 0
5824	EO	47986.4375	1567.61131857	50351	45998	D-edges 45 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 8 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 8 	NSUC.conn 0
5823	BV	47798.1875	1369.27755672	50595	44807	D-edges 44 	D-max-degree 14 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 12 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 7 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 7 	NSUC.conn 0
5822	FH	47578.4375	2020.18498437	51426	44864	D-edges 44 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 8 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 7 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 4 	NSUC.conn 0
5821	VM	47470.6875	1594.18147958	51451	44925	D-edges 40 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 5 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 5 	NSUC.conn 0
5820	FG	47314.5	786.07641168	49654	45983	D-edges 42 	D-max-degree 11 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 6 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 5 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5819	H4	47033.25	2442.19428742	51424	44127	D-edges 38 	D-max-degree 12 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 9 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 8 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 4 	NSUC.conn 0
5818	LM	47004.4375	1203.99480734	49680	44785	D-edges 48 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 11 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0
5817	VE	46824.875	603.693825026	48455	45959	D-edges 39 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 5 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 9 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
