
5999	AKN	11033.125	415.519986733	11920	10462	D-edges 643 	D-max-degree 33 	D-min-degree 16 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 73 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 36 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 36 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5710	IO	9439.75	645.569467602	10627	8261	D-edges 647 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 78 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5709	RR	9435.6875	680.264352913	10797	8394	D-edges 649 	D-max-degree 34 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 78 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 39 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 39 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5708	HZ	9405.75	752.648282732	10487	7917	D-edges 650 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 6 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 78 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5707	IZ	9404.375	556.680437392	10372	8326	D-edges 652 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 22 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 76 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 39 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 39 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 22 	NSUC-D-max-out-degree 19
5706	ST	9401.3125	528.253457011	10257	8677	D-edges 648 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 78 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5705	JM	9377.5625	677.0516015	10604	8302	D-edges 649 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 5 	D-diameter-from0 3 	UR-edges 80 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5704	JX	9361.875	533.32106594	10400	8217	D-edges 649 	D-max-degree 35 	D-min-degree 16 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 77 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5703	ACA	9358.9375	452.257043719	10172	8669	D-edges 650 	D-max-degree 36 	D-min-degree 16 	D-max-in-degree 23 	D-min-in-degree 7 	D-max-out-degree 21 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 81 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 45 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 23 	NSUC-D-max-out-degree 21
5702	HD	9358.1875	685.113970332	10602	8285	D-edges 652 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 79 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5701	HI	9349.5625	1595.32547497	11499	5542	D-edges 619 	D-max-degree 36 	D-min-degree 16 	D-max-in-degree 20 	D-min-in-degree 6 	D-max-out-degree 20 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 83 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 20
5700	PM	9343.5625	748.651618641	10393	8162	D-edges 650 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 79 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5699	6D	9337.125	592.685084488	10165	8033	D-edges 647 	D-max-degree 36 	D-min-degree 17 	D-max-in-degree 23 	D-min-in-degree 8 	D-max-out-degree 21 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 80 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 45 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 23 	NSUC-D-max-out-degree 21
5698	X6	9336.5625	580.000858701	10359	8509	D-edges 648 	D-max-degree 34 	D-min-degree 16 	D-max-in-degree 22 	D-min-in-degree 6 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 80 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 46 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 22 	NSUC-D-max-out-degree 19
5697	CO	9326.125	1218.69063317	11355	6660	D-edges 579 	D-max-degree 31 	D-min-degree 14 	D-max-in-degree 18 	D-min-in-degree 4 	D-max-out-degree 19 	D-min-out-degree 4 	D-diameter-from0 3 	UR-edges 66 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 33 	NSUC.conn 33 	NSUC-D-max-degree 31 	NSUC-D-max-in-degree 17 	NSUC-D-max-out-degree 19
5696	ID	9320.0	968.18147834	11643	7546	D-edges 621 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 20 	D-min-in-degree 6 	D-max-out-degree 19 	D-min-out-degree 8 	D-diameter-from0 3 	UR-edges 86 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 39 	NSUC.conn 39 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5695	AC2	9313.6875	555.222783974	10455	8254	D-edges 649 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 78 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5694	3H	9312.5	636.412994839	10819	8533	D-edges 649 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 78 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5693	AHL	9306.5625	387.398207396	9963	8530	D-edges 648 	D-max-degree 36 	D-min-degree 16 	D-max-in-degree 23 	D-min-in-degree 7 	D-max-out-degree 21 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 77 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 44 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 23 	NSUC-D-max-out-degree 21
5692	JH	9306.0625	479.609537638	10099	8498	D-edges 651 	D-max-degree 36 	D-min-degree 16 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 77 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 39 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 39 	NSUC.conn 0 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5691	JO	9299.25	498.016252245	10086	8237	D-edges 646 	D-max-degree 35 	D-min-degree 14 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 78 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5690	ANT	9292.875	446.144717973	10309	8680	D-edges 631 	D-max-degree 32 	D-min-degree 15 	D-max-in-degree 20 	D-min-in-degree 5 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 66 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 44 	NSUC.disc 33 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 33 	NSUC.conn 0 	NSUC-D-max-degree 32 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5689	G3	9292.4375	761.470531993	10513	7982	D-edges 622 	D-max-degree 34 	D-min-degree 15 	D-max-in-degree 19 	D-min-in-degree 5 	D-max-out-degree 19 	D-min-out-degree 8 	D-diameter-from0 3 	UR-edges 86 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 39 	NSUC.conn 39 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 19
5688	GE	9276.4375	849.435324845	11167	8215	D-edges 623 	D-max-degree 34 	D-min-degree 15 	D-max-in-degree 20 	D-min-in-degree 5 	D-max-out-degree 19 	D-min-out-degree 8 	D-diameter-from0 3 	UR-edges 86 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 39 	NSUC.conn 39 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5687	TL	9275.4375	446.394160013	9904	8587	D-edges 640 	D-max-degree 33 	D-min-degree 16 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 77 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 45 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5686	GO	9267.6875	593.611059401	10087	7945	D-edges 619 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 20 	D-min-in-degree 5 	D-max-out-degree 19 	D-min-out-degree 8 	D-diameter-from0 3 	UR-edges 86 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 39 	NSUC.conn 39 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5685	FS	9251.625	961.026591398	11070	7959	D-edges 617 	D-max-degree 34 	D-min-degree 15 	D-max-in-degree 20 	D-min-in-degree 5 	D-max-out-degree 19 	D-min-out-degree 8 	D-diameter-from0 3 	UR-edges 86 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 0 	UR-components 3 	DD 46 	NSUC.disc 37 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 37 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5684	ALT	9248.5625	922.450132036	11136	7576	D-edges 629 	D-max-degree 35 	D-min-degree 13 	D-max-in-degree 19 	D-min-in-degree 7 	D-max-out-degree 21 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 81 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 43 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 43 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 21
5683	H2	9242.25	853.409082738	10670	7297	D-edges 620 	D-max-degree 34 	D-min-degree 15 	D-max-in-degree 20 	D-min-in-degree 5 	D-max-out-degree 20 	D-min-out-degree 8 	D-diameter-from0 3 	UR-edges 86 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 39 	NSUC.conn 39 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 20
5682	XS	9198.1875	1661.092608	11351	6391	D-edges 619 	D-max-degree 37 	D-min-degree 16 	D-max-in-degree 18 	D-min-in-degree 6 	D-max-out-degree 21 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 83 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 21
5681	AMZ	9192.9375	451.264538374	10201	8478	D-edges 638 	D-max-degree 36 	D-min-degree 17 	D-max-in-degree 19 	D-min-in-degree 4 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 74 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 39 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 39 	NSUC.conn 0 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 19
5680	GN	9179.375	374.946642037	9907	8423	D-edges 621 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 20 	D-min-in-degree 5 	D-max-out-degree 19 	D-min-out-degree 8 	D-diameter-from0 3 	UR-edges 87 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 39 	NSUC.conn 39 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5679	KO	9157.75	401.270404466	9975	8439	D-edges 649 	D-max-degree 36 	D-min-degree 16 	D-max-in-degree 23 	D-min-in-degree 7 	D-max-out-degree 21 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 83 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 45 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 23 	NSUC-D-max-out-degree 21
5678	GY	9103.1875	504.870059861	9818	7963	D-edges 625 	D-max-degree 35 	D-min-degree 17 	D-max-in-degree 19 	D-min-in-degree 7 	D-max-out-degree 21 	D-min-out-degree 5 	D-diameter-from0 3 	UR-edges 64 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 42 	NSUC.disc 31 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 31 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 21
5677	LM	9088.4375	536.113557088	9832	7990	D-edges 646 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 77 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5676	EM	9062.9375	530.254003845	9758	8059	D-edges 615 	D-max-degree 35 	D-min-degree 18 	D-max-in-degree 19 	D-min-in-degree 6 	D-max-out-degree 17 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 73 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 46 	NSUC.disc 34 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 34 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 17
5675	HK	9052.125	998.951442451	11147	7531	D-edges 617 	D-max-degree 34 	D-min-degree 15 	D-max-in-degree 20 	D-min-in-degree 5 	D-max-out-degree 19 	D-min-out-degree 8 	D-diameter-from0 3 	UR-edges 86 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 0 	UR-components 3 	DD 46 	NSUC.disc 37 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 37 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5674	M7	9046.6875	489.415559462	9798	8210	D-edges 643 	D-max-degree 34 	D-min-degree 16 	D-max-in-degree 19 	D-min-in-degree 6 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 67 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 48 	NSUC.disc 33 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 33 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 19
5673	EH	9032.6875	781.742742111	10213	7308	D-edges 621 	D-max-degree 33 	D-min-degree 16 	D-max-in-degree 19 	D-min-in-degree 6 	D-max-out-degree 19 	D-min-out-degree 8 	D-diameter-from0 3 	UR-edges 75 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 39 	NSUC.conn 39 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 19
5672	ASH	8986.375	1267.64712534	10565	6407	D-edges 605 	D-max-degree 33 	D-min-degree 15 	D-max-in-degree 19 	D-min-in-degree 5 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 83 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 19
5671	AN3	8979.9375	437.550921144	9710	8276	D-edges 651 	D-max-degree 36 	D-min-degree 16 	D-max-in-degree 23 	D-min-in-degree 7 	D-max-out-degree 21 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 83 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 45 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 23 	NSUC-D-max-out-degree 21
5670	EP	8965.3125	750.898604902	10298	7646	D-edges 618 	D-max-degree 36 	D-min-degree 16 	D-max-in-degree 20 	D-min-in-degree 6 	D-max-out-degree 20 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 87 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 20
5669	F6	8959.5	329.485014834	9367	8196	D-edges 628 	D-max-degree 36 	D-min-degree 16 	D-max-in-degree 20 	D-min-in-degree 5 	D-max-out-degree 18 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 72 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 45 	NSUC.disc 39 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 39 	NSUC.conn 0 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 18
5668	FF	8949.5625	1541.76064001	11435	5928	D-edges 618 	D-max-degree 36 	D-min-degree 16 	D-max-in-degree 20 	D-min-in-degree 6 	D-max-out-degree 20 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 83 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 20
5667	2T	8943.75	549.491298839	9784	7962	D-edges 649 	D-max-degree 34 	D-min-degree 16 	D-max-in-degree 19 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 80 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 19
5666	2	8932.625	1146.78228508	10480	6551	D-edges 622 	D-max-degree 34 	D-min-degree 15 	D-max-in-degree 20 	D-min-in-degree 5 	D-max-out-degree 20 	D-min-out-degree 8 	D-diameter-from0 3 	UR-edges 86 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 39 	NSUC.conn 39 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 20
5665	4F	8901.5	565.02765419	10293	8117	D-edges 649 	D-max-degree 36 	D-min-degree 16 	D-max-in-degree 23 	D-min-in-degree 7 	D-max-out-degree 21 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 83 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 45 	NSUC.disc 40 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 40 	NSUC.conn 0 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 23 	NSUC-D-max-out-degree 21
5664	GF	8882.6875	450.419210118	9635	8234	D-edges 626 	D-max-degree 35 	D-min-degree 17 	D-max-in-degree 19 	D-min-in-degree 7 	D-max-out-degree 21 	D-min-out-degree 5 	D-diameter-from0 3 	UR-edges 65 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 42 	NSUC.disc 32 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 32 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 21
5663	BG	8872.3125	2323.30050033	11995	4965	D-edges 582 	D-max-degree 35 	D-min-degree 17 	D-max-in-degree 18 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 70 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 19
5662	PZ	8823.1875	1589.23736501	11065	5506	D-edges 599 	D-max-degree 34 	D-min-degree 15 	D-max-in-degree 20 	D-min-in-degree 5 	D-max-out-degree 18 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 77 	UR-max-degree 11 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 41 	NSUC.conn 41 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 18
5661	ABA	8822.875	1251.33792773	10359	5511	D-edges 615 	D-max-degree 36 	D-min-degree 13 	D-max-in-degree 19 	D-min-in-degree 6 	D-max-out-degree 21 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 82 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 21
