
5999	CK4	1154.0625	20.8190680327	1192	1120	D-edges 106 	D-max-degree 15 	D-min-degree 3 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 18 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 14 	NSUC.disc 7 	all_sinkless_cycles 7 	NSUC.conn 0
5671	GX	814.125	21.6906517883	851	777	D-edges 117 	D-max-degree 18 	D-min-degree 5 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 21 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 17 	NSUC.disc 9 	all_sinkless_cycles 9 	NSUC.conn 0
5670	J2	813.375	17.2911646513	839	773	D-edges 115 	D-max-degree 18 	D-min-degree 5 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 21 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 17 	NSUC.disc 9 	all_sinkless_cycles 9 	NSUC.conn 0
5669	HL	810.6875	16.3122605346	836	777	D-edges 108 	D-max-degree 17 	D-min-degree 6 	D-max-in-degree 11 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 14 	NSUC.disc 9 	all_sinkless_cycles 9 	NSUC.conn 0
5668	ID	810.125	14.8107857658	834	783	D-edges 99 	D-max-degree 16 	D-min-degree 5 	D-max-in-degree 9 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 13 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 16 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5667	FJ	808.3125	18.8935132718	845	767	D-edges 111 	D-max-degree 18 	D-min-degree 5 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 19 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 15 	NSUC.disc 9 	all_sinkless_cycles 9 	NSUC.conn 0
5666	K3	808.25	16.9981616653	845	782	D-edges 114 	D-max-degree 18 	D-min-degree 5 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 19 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 17 	NSUC.disc 8 	all_sinkless_cycles 8 	NSUC.conn 0
5665	J4	807.0625	20.0732058663	837	778	D-edges 108 	D-max-degree 15 	D-min-degree 6 	D-max-in-degree 11 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 14 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5664	HO	806.5	21.4067746286	844	763	D-edges 97 	D-max-degree 14 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 15 	NSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5663	QA	806.0625	23.2149433286	844	768	D-edges 94 	D-max-degree 17 	D-min-degree 4 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 12 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 5 	all_sinkless_cycles 5 	NSUC.conn 0
5662	BC7	804.125	18.9204750205	851	769	D-edges 111 	D-max-degree 16 	D-min-degree 3 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 19 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 18 	NSUC.disc 8 	all_sinkless_cycles 8 	NSUC.conn 0
5661	I7	803.375	16.3090274082	834	777	D-edges 112 	D-max-degree 18 	D-min-degree 5 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 19 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 15 	NSUC.disc 9 	all_sinkless_cycles 9 	NSUC.conn 0
5660	HY	802.5	24.5789544123	848	754	D-edges 100 	D-max-degree 15 	D-min-degree 6 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 12 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5659	JV	802.375	8.52111348358	815	785	D-edges 111 	D-max-degree 18 	D-min-degree 5 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 18 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 14 	NSUC.disc 9 	all_sinkless_cycles 9 	NSUC.conn 0
5658	LZ	802.3125	19.6268908325	840	769	D-edges 103 	D-max-degree 14 	D-min-degree 7 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 15 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5657	GY	799.9375	26.3260060349	866	740	D-edges 99 	D-max-degree 13 	D-min-degree 6 	D-max-in-degree 10 	D-min-in-degree 0 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 6 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5656	F4	799.6875	22.9420976319	840	761	D-edges 106 	D-max-degree 15 	D-min-degree 7 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 14 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5655	NO	799.125	33.1697810514	835	740	D-edges 115 	D-max-degree 18 	D-min-degree 4 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 20 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 16 	NSUC.disc 10 	all_sinkless_cycles 10 	NSUC.conn 0
5654	JD	797.9375	26.092309092	852	739	D-edges 100 	D-max-degree 15 	D-min-degree 6 	D-max-in-degree 11 	D-min-in-degree 0 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 10 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 10 	DD 5 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5653	KE	797.5	77.8829249579	866	639	D-edges 109 	D-max-degree 14 	D-min-degree 7 	D-max-in-degree 11 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 17 	UR-max-degree 3 	UR-min-degree 1 	UR-connected 0 	UR-components 4 	DD 13 	NSUC.disc 5 	all_sinkless_cycles 5 	NSUC.conn 0
5652	HJ	796.0625	30.6073290855	844	746	D-edges 96 	D-max-degree 14 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 15 	NSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5651	FL	795.75	25.8469050372	841	753	D-edges 109 	D-max-degree 18 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 16 	NSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
5650	EY	795.3125	30.223580922	848	746	D-edges 104 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 11 	D-min-in-degree 0 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 12 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 8 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5649	IM	795.125	22.0280361131	839	757	D-edges 103 	D-max-degree 15 	D-min-degree 6 	D-max-in-degree 11 	D-min-in-degree 0 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 12 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 5 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5648	NR	794.6875	16.1814660569	824	766	D-edges 107 	D-max-degree 18 	D-min-degree 5 	D-max-in-degree 11 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 19 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 14 	NSUC.disc 8 	all_sinkless_cycles 8 	NSUC.conn 0
5647	II	794.4375	24.7436071289	861	760	D-edges 105 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 11 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 12 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 8 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5646	HD	794.125	55.853463411	850	636	D-edges 107 	D-max-degree 17 	D-min-degree 6 	D-max-in-degree 11 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 14 	NSUC.disc 9 	all_sinkless_cycles 9 	NSUC.conn 0
5645	IN	793.875	14.3999782986	821	765	D-edges 113 	D-max-degree 17 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 15 	NSUC.disc 7 	all_sinkless_cycles 7 	NSUC.conn 0
5644	G7	792.8125	27.9356822675	833	737	D-edges 120 	D-max-degree 18 	D-min-degree 5 	D-max-in-degree 10 	D-min-in-degree 3 	D-max-out-degree 10 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 23 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 18 	NSUC.disc 11 	all_sinkless_cycles 11 	NSUC.conn 0
5643	CB7	792.5	32.8348138414	843	738	D-edges 109 	D-max-degree 14 	D-min-degree 4 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 12 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 10 	DD 10 	NSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0
5642	GR	792.375	15.2883738507	813	757	D-edges 101 	D-max-degree 15 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 12 	NSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5641	IL	790.9375	25.9313245661	838	745	D-edges 94 	D-max-degree 14 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 15 	NSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5640	QR	790.5625	19.4581883471	838	747	D-edges 103 	D-max-degree 18 	D-min-degree 3 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 22 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 16 	NSUC.disc 12 	all_sinkless_cycles 12 	NSUC.conn 0
5639	HK	789.6875	22.819177105	829	746	D-edges 104 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 11 	D-min-in-degree 0 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 12 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 8 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5638	GM	789.375	22.5856010547	823	745	D-edges 103 	D-max-degree 15 	D-min-degree 4 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 10 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 10 	DD 9 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5637	HZ	789.3125	31.4934889104	838	737	D-edges 110 	D-max-degree 18 	D-min-degree 6 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 11 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 5 	NSUC.conn 5
5636	JW	788.6875	25.009295147	830	747	D-edges 101 	D-max-degree 19 	D-min-degree 3 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 18 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 15 	NSUC.disc 8 	all_sinkless_cycles 8 	NSUC.conn 0
5635	GU	788.0	73.9400094671	851	631	D-edges 86 	D-max-degree 15 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 13 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 13 	NSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5634	KV	787.625	17.028927594	811	754	D-edges 109 	D-max-degree 15 	D-min-degree 7 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 3 	NSUC.disc 0 	all_sinkless_cycles 7 	NSUC.conn 7
5633	A7A	787.3125	23.7584688848	830	745	D-edges 114 	D-max-degree 16 	D-min-degree 6 	D-max-in-degree 9 	D-min-in-degree 4 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 23 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 10 	NSUC.conn 10
5632	GG	786.125	38.104912741	833	666	D-edges 109 	D-max-degree 17 	D-min-degree 6 	D-max-in-degree 11 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 14 	NSUC.disc 7 	all_sinkless_cycles 7 	NSUC.conn 0
5631	GO	785.875	25.7630428133	839	737	D-edges 105 	D-max-degree 15 	D-min-degree 6 	D-max-in-degree 11 	D-min-in-degree 0 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5630	FP	785.5625	25.6392490871	841	743	D-edges 101 	D-max-degree 15 	D-min-degree 6 	D-max-in-degree 11 	D-min-in-degree 0 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 10 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 10 	DD 5 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5629	C	784.1875	24.8676967922	829	740	D-edges 104 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 12 	D-min-in-degree 0 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 12 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 8 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5628	HN	780.75	30.3675402362	843	737	D-edges 97 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 15 	NSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5627	LT	780.25	99.3922154899	912	637	D-edges 106 	D-max-degree 15 	D-min-degree 6 	D-max-in-degree 12 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 15 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 10 	NSUC.disc 5 	all_sinkless_cycles 5 	NSUC.conn 0
5626	HX	780.125	17.2477353586	807	742	D-edges 99 	D-max-degree 13 	D-min-degree 7 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 12 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 9 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5625	LI	780.0625	22.4735087103	813	728	D-edges 120 	D-max-degree 18 	D-min-degree 6 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 24 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 16 	NSUC.disc 14 	all_sinkless_cycles 14 	NSUC.conn 0
5624	BW	778.875	16.2283509637	807	758	D-edges 102 	D-max-degree 15 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 13 	NSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5623	EB	778.4375	16.4581619189	815	749	D-edges 89 	D-max-degree 13 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 11 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5622	BJF	775.8125	13.6894975711	804	754	D-edges 104 	D-max-degree 16 	D-min-degree 4 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 18 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 15 	NSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0
5621	H2	772.4375	22.3410181896	809	723	D-edges 102 	D-max-degree 18 	D-min-degree 4 	D-max-in-degree 11 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 19 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 16 	NSUC.disc 9 	all_sinkless_cycles 9 	NSUC.conn 0
5620	HW	771.25	17.4445550244	803	739	D-edges 111 	D-max-degree 17 	D-min-degree 5 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 18 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 15 	NSUC.disc 9 	all_sinkless_cycles 9 	NSUC.conn 0
5619	G4	769.625	92.6814942424	845	546	D-edges 83 	D-max-degree 15 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 13 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 13 	NSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5618	HC	769.25	17.8027385534	816	751	D-edges 96 	D-max-degree 14 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 15 	NSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5617	DV	768.625	18.1861038983	801	729	D-edges 107 	D-max-degree 17 	D-min-degree 7 	D-max-in-degree 11 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 13 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 7 	all_sinkless_cycles 7 	NSUC.conn 0
5616	HR	766.8125	25.3850811255	826	722	D-edges 103 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5615	OB	763.8125	53.9921507606	829	654	D-edges 97 	D-max-degree 18 	D-min-degree 5 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 14 	NSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
5614	JC	763.25	23.9178280787	803	709	D-edges 107 	D-max-degree 18 	D-min-degree 6 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 19 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 3 	NSUC.disc 0 	all_sinkless_cycles 8 	NSUC.conn 8
5613	FO	761.8125	62.4682106655	818	606	D-edges 106 	D-max-degree 17 	D-min-degree 7 	D-max-in-degree 11 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 13 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 7 	all_sinkless_cycles 7 	NSUC.conn 0
5612	H5	760.875	26.6549127742	803	705	D-edges 107 	D-max-degree 14 	D-min-degree 8 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 8 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5611	PY	760.4375	18.4897564546	787	732	D-edges 94 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 0 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 11 	DD 10 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5610	G3	760.0625	22.6838840094	793	705	D-edges 101 	D-max-degree 16 	D-min-degree 5 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 9 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5609	KG	758.625	21.062036345	797	714	D-edges 99 	D-max-degree 15 	D-min-degree 4 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 15 	NSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0
5608	SX	758.0625	13.3298009644	784	733	D-edges 110 	D-max-degree 14 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 15 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 13 	NSUC.disc 5 	all_sinkless_cycles 5 	NSUC.conn 0
5607	FF	757.375	80.6689802526	844	592	D-edges 85 	D-max-degree 15 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 13 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 13 	NSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0
5606	N6	756.625	30.1410745495	799	679	D-edges 96 	D-max-degree 13 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 13 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 16 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5605	BNT	756.375	22.1666275062	798	711	D-edges 103 	D-max-degree 15 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 18 	NSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
5604	HU	755.6875	17.4811282173	786	730	D-edges 112 	D-max-degree 17 	D-min-degree 7 	D-max-in-degree 11 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 15 	NSUC.disc 8 	all_sinkless_cycles 8 	NSUC.conn 0
5603	F3	755.0	16.8485904455	786	730	D-edges 99 	D-max-degree 15 	D-min-degree 4 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 0 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 10 	DD 8 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
