
5999	CBZ	3194.0	57.2407197719	3297	3095	D-edges 45 	D-max-degree 11 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 7 	all_loopy_nodes 7 	conn_loopy_nodes 0
5468	KH	2538.6875	42.5936009719	2646	2473	D-edges 48 	D-max-degree 13 	D-min-degree 6 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 8 	all_loopy_nodes 8 	conn_loopy_nodes 0
5467	HB	2538.6875	59.7439523613	2692	2470	D-edges 49 	D-max-degree 12 	D-min-degree 7 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 16 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 8 	all_loopy_nodes 8 	conn_loopy_nodes 0
5466	SX	2537.5625	48.9680619767	2624	2462	D-edges 45 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 6 	all_loopy_nodes 6 	conn_loopy_nodes 0
5465	TB	2536.4375	72.2607853109	2648	2383	D-edges 50 	D-max-degree 14 	D-min-degree 7 	D-max-in-degree 6 	D-min-in-degree 4 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 16 	UR-max-degree 5 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 9 	conn_loopy_nodes 9
5464	IH	2535.9375	48.0539654321	2651	2454	D-edges 49 	D-max-degree 12 	D-min-degree 7 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 8 	all_loopy_nodes 8 	conn_loopy_nodes 0
5463	H5	2535.6875	39.1929820727	2624	2454	D-edges 45 	D-max-degree 11 	D-min-degree 7 	D-max-in-degree 6 	D-min-in-degree 3 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5462	VT	2535.4375	46.6730231906	2628	2411	D-edges 47 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 9 	UR-max-degree 4 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 3 	conn_loopy_nodes 3
5461	QB	2534.5	64.9528675272	2699	2415	D-edges 48 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 4 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 9 	conn_loopy_nodes 9
5460	PK	2534.1875	50.1488020171	2628	2452	D-edges 45 	D-max-degree 11 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 13 	UR-max-degree 4 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 8 	conn_loopy_nodes 8
5459	NW	2533.875	32.8802277212	2610	2478	D-edges 44 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 5 	all_loopy_nodes 5 	conn_loopy_nodes 0
5458	AJT	2533.125	81.7976734082	2714	2381	D-edges 44 	D-max-degree 14 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 9 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 3 	conn_loopy_nodes 3
5457	ABR	2529.9375	46.3511984068	2592	2436	D-edges 41 	D-max-degree 11 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 10 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 6 	conn_loopy_nodes 6
5456	OD	2529.6875	55.6975299609	2622	2455	D-edges 49 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 8 	all_loopy_nodes 8 	conn_loopy_nodes 0
5455	IO	2529.4375	115.841469663	2655	2266	D-edges 42 	D-max-degree 10 	D-min-degree 6 	D-max-in-degree 6 	D-min-in-degree 3 	D-max-out-degree 6 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5454	JZ	2529.25	40.4250850339	2609	2443	D-edges 48 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 13 	UR-max-degree 4 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 7 	conn_loopy_nodes 7
5453	HS	2528.625	63.9119267039	2650	2379	D-edges 46 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 6 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 12 	UR-max-degree 4 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 9 	conn_loopy_nodes 9
5452	LL	2528.5625	49.8848282923	2619	2434	D-edges 47 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 4 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 9 	conn_loopy_nodes 9
5451	FZ	2527.3125	59.2871389405	2648	2455	D-edges 46 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 4 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 7 	conn_loopy_nodes 7
5450	PA	2525.6875	63.8462202777	2659	2433	D-edges 48 	D-max-degree 11 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 13 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 9 	all_loopy_nodes 9 	conn_loopy_nodes 0
5449	RS	2525.625	41.6096067633	2598	2415	D-edges 47 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 4 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 8 	conn_loopy_nodes 8
5448	TZ	2523.9375	50.9098084238	2659	2473	D-edges 50 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 12 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 7 	all_loopy_nodes 7 	conn_loopy_nodes 0
5447	BXS	2523.5	57.7169819031	2614	2415	D-edges 43 	D-max-degree 11 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 4 	all_loopy_nodes 4 	conn_loopy_nodes 0
5446	KZ	2522.75	69.1660140531	2634	2414	D-edges 46 	D-max-degree 14 	D-min-degree 4 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 9 	all_loopy_nodes 9 	conn_loopy_nodes 0
5445	SI	2521.875	39.6403755658	2593	2456	D-edges 48 	D-max-degree 13 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 4 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 9 	conn_loopy_nodes 9
5444	HX	2521.125	62.3276373289	2597	2398	D-edges 43 	D-max-degree 11 	D-min-degree 6 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 11 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 6 	all_loopy_nodes 6 	conn_loopy_nodes 0
5443	GG	2521.0625	40.9763174742	2575	2450	D-edges 48 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 5 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 9 	conn_loopy_nodes 9
5442	2V	2518.9375	73.1492214159	2641	2397	D-edges 51 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 9 	all_loopy_nodes 9 	conn_loopy_nodes 0
5441	PB	2518.75	33.3082197063	2573	2456	D-edges 43 	D-max-degree 10 	D-min-degree 6 	D-max-in-degree 6 	D-min-in-degree 3 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 12 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 8 	all_loopy_nodes 8 	conn_loopy_nodes 0
5440	KM	2518.75	65.8782020095	2624	2422	D-edges 48 	D-max-degree 11 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 12 	UR-max-degree 4 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 8 	conn_loopy_nodes 8
5439	ALN	2517.875	31.9039084596	2562	2430	D-edges 51 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 5 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 9 	conn_loopy_nodes 9
5438	BOK	2517.375	44.0239636448	2583	2434	D-edges 47 	D-max-degree 13 	D-min-degree 8 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 11 	UR-max-degree 4 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 5 	conn_loopy_nodes 5
5437	MU	2516.9375	96.6491520591	2702	2346	D-edges 49 	D-max-degree 11 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 10 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 9 	all_loopy_nodes 9 	conn_loopy_nodes 0
5436	ZC	2514.9375	64.368537297	2649	2423	D-edges 47 	D-max-degree 12 	D-min-degree 7 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 11 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 5 	all_loopy_nodes 5 	conn_loopy_nodes 0
5435	YH	2513.0625	50.3456412587	2607	2412	D-edges 50 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 5 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 8 	conn_loopy_nodes 8
5434	P3	2512.3125	49.871984558	2619	2436	D-edges 45 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 9 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 4 	conn_loopy_nodes 4
5433	ZX	2510.0625	37.5207754951	2583	2444	D-edges 47 	D-max-degree 12 	D-min-degree 4 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 8 	all_loopy_nodes 8 	conn_loopy_nodes 0
5432	X2	2509.9375	36.4956654104	2572	2443	D-edges 49 	D-max-degree 15 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 14 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 8 	all_loopy_nodes 8 	conn_loopy_nodes 0
5431	AUA	2507.0625	38.329930782	2561	2432	D-edges 46 	D-max-degree 11 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 0 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 0 	UR-edges 11 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 8 	all_loopy_nodes 8 	conn_loopy_nodes 0
5430	IU	2505.875	47.721686632	2585	2419	D-edges 47 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 12 	UR-max-degree 5 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 6 	conn_loopy_nodes 6
5429	OA	2505.8125	58.4767248035	2591	2392	D-edges 42 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 5 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 7 	all_loopy_nodes 7 	conn_loopy_nodes 0
5428	AG3	2504.6875	40.2658644977	2563	2425	D-edges 51 	D-max-degree 13 	D-min-degree 3 	D-max-in-degree 7 	D-min-in-degree 0 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 0 	UR-edges 15 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 9 	all_loopy_nodes 9 	conn_loopy_nodes 0
5427	OI	2503.375	102.279564797	2616	2329	D-edges 50 	D-max-degree 13 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 16 	UR-max-degree 5 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 9 	conn_loopy_nodes 9
5426	BGB	2503.0625	110.898302934	2703	2252	D-edges 47 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 12 	UR-max-degree 4 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 7 	conn_loopy_nodes 7
5425	GL	2502.3125	63.6314768314	2644	2415	D-edges 50 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 13 	UR-max-degree 6 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 6 	conn_loopy_nodes 6
5424	IT	2501.9375	37.1525045421	2566	2436	D-edges 46 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 9 	all_loopy_nodes 9 	conn_loopy_nodes 0
5423	BS2	2500.375	71.5374683295	2640	2389	D-edges 48 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 12 	UR-max-degree 3 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 9 	conn_loopy_nodes 9
5422	IJ	2499.875	51.9541564747	2582	2397	D-edges 46 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 11 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 6 	all_loopy_nodes 6 	conn_loopy_nodes 0
5421	W4	2499.75	55.9592485654	2636	2417	D-edges 48 	D-max-degree 13 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 8 	all_loopy_nodes 8 	conn_loopy_nodes 0
5420	BVY	2498.5	72.8148336536	2637	2357	D-edges 46 	D-max-degree 12 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 3 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 6 	conn_loopy_nodes 6
5419	JU	2496.75	38.4813266403	2575	2408	D-edges 48 	D-max-degree 13 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 9 	all_loopy_nodes 9 	conn_loopy_nodes 0
5418	JF	2496.0	152.89375396	2703	2298	D-edges 47 	D-max-degree 11 	D-min-degree 8 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 10 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 5 	all_loopy_nodes 5 	conn_loopy_nodes 0
5417	MM	2495.25	34.6815873339	2563	2437	D-edges 51 	D-max-degree 13 	D-min-degree 5 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 15 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 9 	all_loopy_nodes 9 	conn_loopy_nodes 0
5416	J6	2495.1875	38.7237310154	2564	2416	D-edges 47 	D-max-degree 11 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 12 	UR-max-degree 4 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 9 	conn_loopy_nodes 9
5415	PG	2494.375	44.1161464206	2551	2420	D-edges 40 	D-max-degree 10 	D-min-degree 5 	D-max-in-degree 5 	D-min-in-degree 2 	D-max-out-degree 5 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 10 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 8 	all_loopy_nodes 8 	conn_loopy_nodes 0
5414	ZY	2493.75	32.2771203796	2579	2444	D-edges 50 	D-max-degree 13 	D-min-degree 3 	D-max-in-degree 8 	D-min-in-degree 0 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 0 	UR-edges 16 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 9 	all_loopy_nodes 9 	conn_loopy_nodes 0
5413	OX	2491.5625	50.1671814412	2588	2399	D-edges 47 	D-max-degree 11 	D-min-degree 8 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 10 	UR-max-degree 3 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 8 	conn_loopy_nodes 8
5412	BTE	2489.125	38.3289626131	2583	2416	D-edges 46 	D-max-degree 12 	D-min-degree 4 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 12 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 7 	conn_loopy_nodes 7
5411	HO	2486.4375	49.6348777953	2575	2393	D-edges 45 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 8 	all_loopy_nodes 8 	conn_loopy_nodes 0
5410	ET	2486.1875	67.4807553585	2603	2374	D-edges 47 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 5 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 8 	conn_loopy_nodes 8
5409	GI	2485.25	130.169840977	2645	2257	D-edges 38 	D-max-degree 10 	D-min-degree 4 	D-max-in-degree 5 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 6 	disc_loopy_nodes 5 	all_loopy_nodes 5 	conn_loopy_nodes 0
5408	GH	2480.5	54.4035844407	2586	2390	D-edges 47 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 5 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 9 	conn_loopy_nodes 9
