
5999	APQ	11288.4375	304.378047983	11936	10821	D-edges 167 	D-max-degree 22 	D-min-degree 11 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 11 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 32 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 17 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 17 	NSUC.conn 0 	NSUC-D-max-degree 22 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 11
5778	IZ	7363.5625	634.311040495	8519	6355	D-edges 195 	D-max-degree 27 	D-min-degree 14 	D-max-in-degree 14 	D-min-in-degree 4 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 50 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0 	NSUC-D-max-degree 27 	NSUC-D-max-in-degree 14 	NSUC-D-max-out-degree 13
5777	EL	7355.5	575.325342741	8451	6580	D-edges 198 	D-max-degree 25 	D-min-degree 13 	D-max-in-degree 14 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 48 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0 	NSUC-D-max-degree 25 	NSUC-D-max-in-degree 14 	NSUC-D-max-out-degree 13
5776	DH	7348.5	479.107634045	8107	6740	D-edges 191 	D-max-degree 25 	D-min-degree 13 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 44 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0 	NSUC-D-max-degree 25 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 14
5775	GY	7345.75	491.546984021	8427	6633	D-edges 183 	D-max-degree 25 	D-min-degree 12 	D-max-in-degree 12 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 46 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0 	NSUC-D-max-degree 25 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 14
5774	NI	7314.5625	626.134567081	8723	6303	D-edges 202 	D-max-degree 26 	D-min-degree 14 	D-max-in-degree 15 	D-min-in-degree 7 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 51 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0 	NSUC-D-max-degree 26 	NSUC-D-max-in-degree 15 	NSUC-D-max-out-degree 13
5773	GH	7302.5625	389.241083512	8199	6579	D-edges 184 	D-max-degree 25 	D-min-degree 12 	D-max-in-degree 12 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 46 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0 	NSUC-D-max-degree 25 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 14
5772	HQ	7294.125	463.172737081	7958	6573	D-edges 183 	D-max-degree 25 	D-min-degree 12 	D-max-in-degree 12 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 46 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0 	NSUC-D-max-degree 25 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 14
5771	I3	7282.0625	545.826033269	8659	6417	D-edges 196 	D-max-degree 26 	D-min-degree 11 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 51 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0 	NSUC-D-max-degree 26 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 14
5770	GP	7213.75	703.652568744	8728	6291	D-edges 190 	D-max-degree 24 	D-min-degree 15 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 42 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0 	NSUC-D-max-degree 24 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 13
5769	GC	7206.0625	868.410291046	9031	6027	D-edges 204 	D-max-degree 26 	D-min-degree 13 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 59 	UR-max-degree 11 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0 	NSUC-D-max-degree 26 	NSUC-D-max-in-degree 14 	NSUC-D-max-out-degree 14
5768	H7	7199.0	603.893202479	8839	6361	D-edges 181 	D-max-degree 26 	D-min-degree 11 	D-max-in-degree 12 	D-min-in-degree 6 	D-max-out-degree 15 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 49 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 18 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 18 	NSUC.conn 0 	NSUC-D-max-degree 26 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 15
5767	HK	7178.625	389.879929433	8084	6618	D-edges 187 	D-max-degree 26 	D-min-degree 12 	D-max-in-degree 12 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 49 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0 	NSUC-D-max-degree 26 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 14
5766	HN	7144.125	431.095098992	8117	6571	D-edges 191 	D-max-degree 25 	D-min-degree 12 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 45 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0 	NSUC-D-max-degree 25 	NSUC-D-max-in-degree 14 	NSUC-D-max-out-degree 14
5765	HA	7139.8125	367.823024488	7884	6554	D-edges 189 	D-max-degree 25 	D-min-degree 12 	D-max-in-degree 12 	D-min-in-degree 6 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 48 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0 	NSUC-D-max-degree 25 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 15
5764	GF	7091.125	347.576587783	7772	6521	D-edges 182 	D-max-degree 25 	D-min-degree 12 	D-max-in-degree 12 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 46 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0 	NSUC-D-max-degree 25 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 14
5763	H5	7042.3125	468.742962447	7913	6130	D-edges 181 	D-max-degree 22 	D-min-degree 13 	D-max-in-degree 12 	D-min-in-degree 5 	D-max-out-degree 12 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 34 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 17 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 17 	NSUC.conn 0 	NSUC-D-max-degree 22 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 12
5762	GT	6985.5	575.826471257	8796	6433	D-edges 188 	D-max-degree 23 	D-min-degree 13 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 44 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 17 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 17 	NSUC.conn 0 	NSUC-D-max-degree 23 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 15
5761	HD	6978.875	562.229254286	8495	6319	D-edges 188 	D-max-degree 23 	D-min-degree 13 	D-max-in-degree 14 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 39 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0 	NSUC-D-max-degree 23 	NSUC-D-max-in-degree 14 	NSUC-D-max-out-degree 14
5760	H4	6969.8125	515.194528643	8012	6172	D-edges 195 	D-max-degree 25 	D-min-degree 13 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 48 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0 	NSUC-D-max-degree 25 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 13
5759	KK	6893.8125	783.256281394	8768	6050	D-edges 193 	D-max-degree 24 	D-min-degree 12 	D-max-in-degree 13 	D-min-in-degree 4 	D-max-out-degree 14 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 49 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0 	NSUC-D-max-degree 24 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 14
5758	HB	6865.625	557.459289433	8134	5970	D-edges 182 	D-max-degree 22 	D-min-degree 13 	D-max-in-degree 12 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 42 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 17 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 17 	NSUC.conn 0 	NSUC-D-max-degree 22 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 14
5757	F5	6742.1875	445.361120153	7678	6065	D-edges 192 	D-max-degree 24 	D-min-degree 15 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 43 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0 	NSUC-D-max-degree 24 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 13
5756	FI	6737.125	441.823193568	7673	6008	D-edges 195 	D-max-degree 26 	D-min-degree 10 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 4 	D-diameter-from0 3 	UR-edges 54 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 18 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 18 	NSUC.conn 0 	NSUC-D-max-degree 26 	NSUC-D-max-in-degree 14 	NSUC-D-max-out-degree 14
5755	JA	6469.25	321.938755822	7143	5780	D-edges 200 	D-max-degree 25 	D-min-degree 12 	D-max-in-degree 14 	D-min-in-degree 7 	D-max-out-degree 14 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 55 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0 	NSUC-D-max-degree 25 	NSUC-D-max-in-degree 14 	NSUC-D-max-out-degree 14
5754	HJ	6457.3125	452.647865171	7257	5773	D-edges 186 	D-max-degree 24 	D-min-degree 15 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 40 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 19 	NSUC.conn 0 	NSUC-D-max-degree 24 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 13
5753	PE	2445.25	1489.94251147	8211	1974	D-edges 189 	D-max-degree 27 	D-min-degree 13 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 42 	UR-max-degree 10 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 17 	NSUC.conn 17 	NSUC-D-max-degree 27 	NSUC-D-max-in-degree 14 	NSUC-D-max-out-degree 15
5752	GU	2355.6875	1235.74287975	7136	1949	D-edges 192 	D-max-degree 25 	D-min-degree 13 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 43 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 19 	NSUC.conn 19 	NSUC-D-max-degree 25 	NSUC-D-max-in-degree 14 	NSUC-D-max-out-degree 14
5751	HF	2275.25	1277.59615587	7219	1832	D-edges 188 	D-max-degree 26 	D-min-degree 13 	D-max-in-degree 12 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 42 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 18 	NSUC.conn 18 	NSUC-D-max-degree 26 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 14
5750	DK	2191.375	1000.69437611	6064	1877	D-edges 189 	D-max-degree 23 	D-min-degree 14 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 46 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 19 	NSUC.conn 19 	NSUC-D-max-degree 23 	NSUC-D-max-in-degree 14 	NSUC-D-max-out-degree 14
5749	GD	2092.75	56.0730550265	2259	2029	D-edges 185 	D-max-degree 24 	D-min-degree 13 	D-max-in-degree 13 	D-min-in-degree 3 	D-max-out-degree 12 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 34 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 18 	NSUC.conn 18 	NSUC-D-max-degree 24 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 12
5748	F3	2088.5	53.812173344	2196	1978	D-edges 184 	D-max-degree 24 	D-min-degree 13 	D-max-in-degree 13 	D-min-in-degree 3 	D-max-out-degree 12 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 33 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 18 	NSUC.conn 18 	NSUC-D-max-degree 24 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 12
5747	GA	2080.0625	34.6761242608	2129	1977	D-edges 182 	D-max-degree 24 	D-min-degree 12 	D-max-in-degree 13 	D-min-in-degree 3 	D-max-out-degree 12 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 32 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 17 	NSUC.conn 17 	NSUC-D-max-degree 24 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 12
5746	DY	2008.3125	60.855072457	2116	1891	D-edges 184 	D-max-degree 25 	D-min-degree 13 	D-max-in-degree 14 	D-min-in-degree 3 	D-max-out-degree 12 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 33 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 17 	NSUC.conn 17 	NSUC-D-max-degree 25 	NSUC-D-max-in-degree 14 	NSUC-D-max-out-degree 12
5745	G6	2007.4375	57.6573594067	2128	1928	D-edges 191 	D-max-degree 25 	D-min-degree 13 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 42 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 19 	NSUC.conn 19 	NSUC-D-max-degree 25 	NSUC-D-max-in-degree 14 	NSUC-D-max-out-degree 14
5744	FA	2003.875	52.1270982791	2108	1926	D-edges 194 	D-max-degree 26 	D-min-degree 13 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 49 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 19 	NSUC.conn 19 	NSUC-D-max-degree 26 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 14
5743	KB	1993.0625	55.511787881	2128	1926	D-edges 180 	D-max-degree 23 	D-min-degree 13 	D-max-in-degree 14 	D-min-in-degree 5 	D-max-out-degree 16 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 40 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 18 	NSUC.conn 18 	NSUC-D-max-degree 23 	NSUC-D-max-in-degree 14 	NSUC-D-max-out-degree 16
5742	GV	1979.25	50.8287566246	2085	1882	D-edges 183 	D-max-degree 25 	D-min-degree 14 	D-max-in-degree 14 	D-min-in-degree 3 	D-max-out-degree 12 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 33 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 17 	NSUC.conn 17 	NSUC-D-max-degree 25 	NSUC-D-max-in-degree 14 	NSUC-D-max-out-degree 12
5741	JB	1977.5625	59.5356707676	2142	1896	D-edges 184 	D-max-degree 22 	D-min-degree 14 	D-max-in-degree 14 	D-min-in-degree 4 	D-max-out-degree 12 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 32 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 18 	NSUC.conn 18 	NSUC-D-max-degree 22 	NSUC-D-max-in-degree 14 	NSUC-D-max-out-degree 12
5740	ANE	1975.3125	65.0775678998	2158	1877	D-edges 167 	D-max-degree 22 	D-min-degree 11 	D-max-in-degree 12 	D-min-in-degree 5 	D-max-out-degree 11 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 31 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 17 	NSUC.conn 17 	NSUC-D-max-degree 22 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 11
5739	IT	1971.125	62.3276373289	2091	1847	D-edges 185 	D-max-degree 23 	D-min-degree 13 	D-max-in-degree 12 	D-min-in-degree 7 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 41 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 19 	NSUC.conn 19 	NSUC-D-max-degree 23 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 13
5738	ER	1970.4375	34.4618788482	2033	1923	D-edges 188 	D-max-degree 25 	D-min-degree 13 	D-max-in-degree 12 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 45 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 19 	NSUC.conn 19 	NSUC-D-max-degree 25 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 14
5737	AW	1970.125	43.5299824833	2070	1917	D-edges 184 	D-max-degree 24 	D-min-degree 14 	D-max-in-degree 13 	D-min-in-degree 3 	D-max-out-degree 12 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 33 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 17 	NSUC.conn 17 	NSUC-D-max-degree 24 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 12
5736	D6	1962.8125	292.222350863	3072	1766	D-edges 185 	D-max-degree 27 	D-min-degree 13 	D-max-in-degree 14 	D-min-in-degree 5 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 48 	UR-max-degree 10 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 19 	NSUC.conn 19 	NSUC-D-max-degree 27 	NSUC-D-max-in-degree 14 	NSUC-D-max-out-degree 15
5735	MQ	1960.6875	47.5062084758	2039	1861	D-edges 184 	D-max-degree 24 	D-min-degree 13 	D-max-in-degree 12 	D-min-in-degree 5 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 41 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 16 	NSUC.conn 16 	NSUC-D-max-degree 24 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 15
5734	GM	1960.4375	32.9715194334	2029	1913	D-edges 184 	D-max-degree 24 	D-min-degree 14 	D-max-in-degree 13 	D-min-in-degree 4 	D-max-out-degree 12 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 34 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 17 	NSUC.conn 17 	NSUC-D-max-degree 24 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 12
5733	DV	1953.3125	41.3486982111	2048	1890	D-edges 185 	D-max-degree 24 	D-min-degree 14 	D-max-in-degree 13 	D-min-in-degree 3 	D-max-out-degree 12 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 34 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 17 	NSUC.conn 17 	NSUC-D-max-degree 24 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 12
5732	KU	1943.875	39.6151407293	2050	1883	D-edges 188 	D-max-degree 23 	D-min-degree 13 	D-max-in-degree 12 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 42 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 19 	NSUC.conn 19 	NSUC-D-max-degree 23 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 13
5731	CY	1941.875	60.6134009523	2081	1846	D-edges 193 	D-max-degree 25 	D-min-degree 15 	D-max-in-degree 13 	D-min-in-degree 3 	D-max-out-degree 13 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 45 	UR-max-degree 10 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 19 	NSUC.conn 19 	NSUC-D-max-degree 25 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 13
5730	AG	1941.4375	59.1871700096	2054	1851	D-edges 190 	D-max-degree 23 	D-min-degree 14 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 47 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 19 	NSUC.conn 19 	NSUC-D-max-degree 23 	NSUC-D-max-in-degree 14 	NSUC-D-max-out-degree 13
5729	E7	1937.375	36.4003348199	2012	1877	D-edges 183 	D-max-degree 24 	D-min-degree 13 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 43 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 19 	NSUC.conn 19 	NSUC-D-max-degree 24 	NSUC-D-max-in-degree 14 	NSUC-D-max-out-degree 13
