
5999	APP	5892.3125	61.1889683174	6025	5767	D-edges 115 	D-max-degree 17 	D-min-degree 7 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 18 	disc_loopy_nodes 4 	all_loopy_nodes 4 	conn_loopy_nodes 0
5877	NC	5250.0625	73.1569107723	5410	5098	D-edges 104 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 18 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 16 	disc_loopy_nodes 10 	all_loopy_nodes 10 	conn_loopy_nodes 0
5876	MF	5249.5	53.3666562565	5411	5183	D-edges 100 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 18 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 16 	disc_loopy_nodes 10 	all_loopy_nodes 10 	conn_loopy_nodes 0
5875	AWE	5248.9375	67.1141460033	5354	5130	D-edges 113 	D-max-degree 20 	D-min-degree 5 	D-max-in-degree 12 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 19 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 18 	disc_loopy_nodes 5 	all_loopy_nodes 5 	conn_loopy_nodes 0
5874	L7	5248.8125	60.1323735084	5338	5107	D-edges 101 	D-max-degree 14 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 18 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 16 	disc_loopy_nodes 10 	all_loopy_nodes 10 	conn_loopy_nodes 0
5873	FU	5247.5	113.962164774	5455	5069	D-edges 115 	D-max-degree 16 	D-min-degree 8 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	UR-sumcomponent-non0gt2lasso 14 	disc_loopy_nodes 6 	all_loopy_nodes 6 	conn_loopy_nodes 0
5872	JF	5245.5	75.7116239424	5405	5086	D-edges 119 	D-max-degree 17 	D-min-degree 7 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 22 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 11 	conn_loopy_nodes 11
5871	JG	5243.0625	37.4824438071	5298	5170	D-edges 103 	D-max-degree 14 	D-min-degree 7 	D-max-in-degree 7 	D-min-in-degree 4 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 18 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 19 	disc_loopy_nodes 8 	all_loopy_nodes 8 	conn_loopy_nodes 0
5870	Y	5229.9375	70.4347825563	5345	5132	D-edges 117 	D-max-degree 16 	D-min-degree 8 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	UR-sumcomponent-non0gt2lasso 14 	disc_loopy_nodes 6 	all_loopy_nodes 6 	conn_loopy_nodes 0
5869	EK	5225.0	86.6580925246	5404	5132	D-edges 118 	D-max-degree 16 	D-min-degree 8 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	UR-sumcomponent-non0gt2lasso 14 	disc_loopy_nodes 6 	all_loopy_nodes 6 	conn_loopy_nodes 0
5868	BS	5222.75	91.4367951101	5354	5055	D-edges 108 	D-max-degree 15 	D-min-degree 7 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 4 	D-diameter-from0 3 	UR-edges 12 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 10 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 6 	all_loopy_nodes 6 	conn_loopy_nodes 0
5867	N4	5218.3125	54.3986658269	5332	5098	D-edges 99 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 18 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 16 	disc_loopy_nodes 10 	all_loopy_nodes 10 	conn_loopy_nodes 0
5866	UH	5216.0	41.2795348811	5293	5156	D-edges 99 	D-max-degree 15 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 18 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 16 	disc_loopy_nodes 10 	all_loopy_nodes 10 	conn_loopy_nodes 0
5865	DU	5205.625	50.8808350462	5338	5118	D-edges 111 	D-max-degree 18 	D-min-degree 5 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 18 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 7 	conn_loopy_nodes 7
5864	LH	5201.5	76.2954782408	5349	5035	D-edges 114 	D-max-degree 17 	D-min-degree 7 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	UR-sumcomponent-non0gt2lasso 16 	disc_loopy_nodes 4 	all_loopy_nodes 4 	conn_loopy_nodes 0
5863	CY	5199.125	40.3993734481	5293	5115	D-edges 98 	D-max-degree 15 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	UR-sumcomponent-non0gt2lasso 13 	disc_loopy_nodes 6 	all_loopy_nodes 6 	conn_loopy_nodes 0
5862	I4	5195.375	49.1132301422	5277	5102	D-edges 106 	D-max-degree 14 	D-min-degree 7 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 17 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5861	D6	5188.375	116.502615314	5456	5060	D-edges 119 	D-max-degree 16 	D-min-degree 8 	D-max-in-degree 9 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 3 	conn_loopy_nodes 3
5860	GI	5187.1875	88.3269627223	5337	4984	D-edges 118 	D-max-degree 16 	D-min-degree 7 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 20 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	UR-sumcomponent-non0gt2lasso 15 	disc_loopy_nodes 10 	all_loopy_nodes 10 	conn_loopy_nodes 0
5859	GO	5184.1875	86.6892573722	5356	5040	D-edges 108 	D-max-degree 15 	D-min-degree 7 	D-max-in-degree 9 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	UR-sumcomponent-non0gt2lasso 11 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5858	E6	5173.0	51.013478611	5274	5099	D-edges 108 	D-max-degree 17 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5857	FK	5171.3125	93.9153333793	5336	4930	D-edges 110 	D-max-degree 14 	D-min-degree 8 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5856	JX	5169.375	46.3463523376	5248	5070	D-edges 107 	D-max-degree 14 	D-min-degree 7 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	UR-sumcomponent-non0gt2lasso 14 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5855	C	5167.0	45.8530260724	5274	5090	D-edges 104 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 12 	D-min-in-degree 0 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 12 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5854	DA	5153.0625	60.811664948	5239	5034	D-edges 105 	D-max-degree 16 	D-min-degree 6 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	UR-sumcomponent-non0gt2lasso 15 	disc_loopy_nodes 5 	all_loopy_nodes 5 	conn_loopy_nodes 0
5853	BL	5150.0625	67.5356098199	5258	4992	D-edges 99 	D-max-degree 15 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 6 	conn_loopy_nodes 6
5852	PY	5146.75	82.1047349426	5307	5019	D-edges 103 	D-max-degree 15 	D-min-degree 4 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 17 	disc_loopy_nodes 10 	all_loopy_nodes 10 	conn_loopy_nodes 0
5851	F7	5146.0625	69.4536434879	5316	5054	D-edges 109 	D-max-degree 15 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 18 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 6 	conn_loopy_nodes 6
5850	EV	5145.375	65.4674298793	5251	4986	D-edges 118 	D-max-degree 15 	D-min-degree 9 	D-max-in-degree 9 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 18 	UR-max-degree 4 	UR-min-degree 1 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 16 	disc_loopy_nodes 6 	all_loopy_nodes 6 	conn_loopy_nodes 0
5849	ER	5141.625	66.9886884108	5292	5059	D-edges 98 	D-max-degree 13 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 12 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	UR-sumcomponent-non0gt2lasso 16 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5848	B7	5135.6875	48.1205760954	5225	5070	D-edges 92 	D-max-degree 16 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	UR-sumcomponent-non0gt2lasso 12 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5847	MZ	5131.6875	58.6149711571	5225	4997	D-edges 112 	D-max-degree 18 	D-min-degree 6 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	UR-sumcomponent-non0gt2lasso 14 	disc_loopy_nodes 11 	all_loopy_nodes 11 	conn_loopy_nodes 0
5846	QL	5131.1875	34.0279641435	5194	5057	D-edges 98 	D-max-degree 16 	D-min-degree 4 	D-max-in-degree 10 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 18 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5845	C4	5128.5	108.592126786	5344	4929	D-edges 117 	D-max-degree 15 	D-min-degree 9 	D-max-in-degree 9 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 16 	disc_loopy_nodes 5 	all_loopy_nodes 5 	conn_loopy_nodes 0
5844	EX	5121.0625	67.7029068338	5259	5026	D-edges 121 	D-max-degree 16 	D-min-degree 8 	D-max-in-degree 10 	D-min-in-degree 4 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 17 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 16 	disc_loopy_nodes 8 	all_loopy_nodes 8 	conn_loopy_nodes 0
5843	FR	5119.875	59.9123057059	5198	4944	D-edges 103 	D-max-degree 16 	D-min-degree 6 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 18 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 17 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5842	EW	5111.75	44.2994074452	5199	5042	D-edges 99 	D-max-degree 15 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 19 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 6 	conn_loopy_nodes 6
5841	ET	5110.625	48.486950564	5188	5007	D-edges 103 	D-max-degree 17 	D-min-degree 6 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	UR-sumcomponent-non0gt2lasso 11 	disc_loopy_nodes 6 	all_loopy_nodes 6 	conn_loopy_nodes 0
5840	GB	5110.125	64.0096428282	5231	4987	D-edges 110 	D-max-degree 15 	D-min-degree 8 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 4 	D-diameter-from0 3 	UR-edges 12 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	UR-sumcomponent-non0gt2lasso 12 	disc_loopy_nodes 5 	all_loopy_nodes 5 	conn_loopy_nodes 0
5839	A3	5106.875	75.9365483479	5284	5004	D-edges 109 	D-max-degree 14 	D-min-degree 8 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	UR-sumcomponent-non0gt2lasso 12 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5838	D7	5104.1875	41.3826937711	5191	5043	D-edges 102 	D-max-degree 15 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 6 	conn_loopy_nodes 6
5837	AZ	5103.0625	142.744294435	5340	4763	D-edges 100 	D-max-degree 15 	D-min-degree 4 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 7 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5836	ES	5101.375	47.5721491526	5217	5001	D-edges 93 	D-max-degree 13 	D-min-degree 5 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 12 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	UR-sumcomponent-non0gt2lasso 16 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5835	WF	5100.0	38.6231795688	5170	5037	D-edges 115 	D-max-degree 17 	D-min-degree 8 	D-max-in-degree 10 	D-min-in-degree 3 	D-max-out-degree 10 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 19 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 17 	disc_loopy_nodes 7 	all_loopy_nodes 7 	conn_loopy_nodes 0
5834	MY	5096.875	114.227774096	5318	4951	D-edges 108 	D-max-degree 16 	D-min-degree 4 	D-max-in-degree 9 	D-min-in-degree 3 	D-max-out-degree 10 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	UR-sumcomponent-non0gt2lasso 14 	disc_loopy_nodes 6 	all_loopy_nodes 6 	conn_loopy_nodes 0
5833	DO	5096.3125	64.4609559637	5232	4987	D-edges 112 	D-max-degree 19 	D-min-degree 7 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 15 	disc_loopy_nodes 6 	all_loopy_nodes 6 	conn_loopy_nodes 0
5832	EJ	5093.375	59.5082714839	5176	4979	D-edges 97 	D-max-degree 13 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 12 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	UR-sumcomponent-non0gt2lasso 16 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5831	CA	5093.0625	77.0782627837	5212	4931	D-edges 111 	D-max-degree 14 	D-min-degree 8 	D-max-in-degree 9 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	UR-sumcomponent-non0gt2lasso 16 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5830	2	5093.0	173.947549566	5413	4775	D-edges 100 	D-max-degree 16 	D-min-degree 3 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 10 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 15 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5829	D3	5090.6875	50.7379526957	5199	5002	D-edges 106 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	UR-sumcomponent-non0gt2lasso 13 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5828	MJ	5086.5	50.8060035823	5162	5010	D-edges 106 	D-max-degree 15 	D-min-degree 7 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	UR-sumcomponent-non0gt2lasso 17 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5827	FJ	5086.5	51.4198405287	5207	4990	D-edges 103 	D-max-degree 17 	D-min-degree 7 	D-max-in-degree 9 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	UR-sumcomponent-non0gt2lasso 15 	disc_loopy_nodes 5 	all_loopy_nodes 5 	conn_loopy_nodes 0
5826	KA	5086.125	50.0198398138	5163	4991	D-edges 101 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 18 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5825	OV	5073.625	44.3450603224	5157	4983	D-edges 116 	D-max-degree 17 	D-min-degree 8 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	UR-sumcomponent-non0gt2lasso 16 	disc_loopy_nodes 4 	all_loopy_nodes 4 	conn_loopy_nodes 0
5824	F2	5071.875	44.6050375518	5161	4963	D-edges 106 	D-max-degree 15 	D-min-degree 7 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 12 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	UR-sumcomponent-non0gt2lasso 14 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5823	BT	5068.625	96.9908984132	5262	4921	D-edges 96 	D-max-degree 14 	D-min-degree 4 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 10 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5822	CB	5065.375	42.105336657	5149	4998	D-edges 100 	D-max-degree 14 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 12 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 10 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 6 	all_loopy_nodes 6 	conn_loopy_nodes 0
5821	H3	5060.0625	57.6871614291	5189	4971	D-edges 102 	D-max-degree 15 	D-min-degree 7 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5820	D5	5059.8125	48.0224150137	5156	4981	D-edges 106 	D-max-degree 16 	D-min-degree 5 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 14 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	UR-sumcomponent-non0gt2lasso 12 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5819	C5	5058.3125	77.8859091476	5221	4945	D-edges 117 	D-max-degree 15 	D-min-degree 9 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	UR-sumcomponent-non0gt2lasso 13 	disc_loopy_nodes 5 	all_loopy_nodes 5 	conn_loopy_nodes 0
5818	NI	5052.8125	38.0545968807	5108	4982	D-edges 98 	D-max-degree 15 	D-min-degree 5 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 17 	disc_loopy_nodes 8 	all_loopy_nodes 8 	conn_loopy_nodes 0
5817	HQ	5049.4375	77.2422882478	5195	4877	D-edges 124 	D-max-degree 17 	D-min-degree 9 	D-max-in-degree 11 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 18 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 3 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
