
5999	B6T	6940.5	89.9485964315	7149	6750	D-edges 229 	D-max-degree 28 	D-min-degree 16 	D-max-in-degree 17 	D-min-in-degree 8 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 64 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 19 	conn_loopy_nodes 19
5530	TP	6098.6875	55.5278294529	6211	6028	D-edges 209 	D-max-degree 25 	D-min-degree 12 	D-max-in-degree 12 	D-min-in-degree 6 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 53 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5529	TX	6096.75	95.5376234789	6258	5944	D-edges 211 	D-max-degree 26 	D-min-degree 15 	D-max-in-degree 16 	D-min-in-degree 8 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 62 	UR-max-degree 9 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5528	XK	6093.875	72.7228256808	6210	5978	D-edges 212 	D-max-degree 26 	D-min-degree 16 	D-max-in-degree 14 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 56 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 19 	conn_loopy_nodes 19
5527	ZT	6083.1875	62.8939770069	6159	5940	D-edges 219 	D-max-degree 27 	D-min-degree 14 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 65 	UR-max-degree 10 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5526	SE	6083.1875	48.3389319674	6177	6014	D-edges 214 	D-max-degree 26 	D-min-degree 14 	D-max-in-degree 13 	D-min-in-degree 8 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 54 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 18 	conn_loopy_nodes 18
5525	APY	6082.8125	63.180513956	6201	5965	D-edges 219 	D-max-degree 27 	D-min-degree 11 	D-max-in-degree 14 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 64 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 19 	disc_loopy_nodes 19 	all_loopy_nodes 19 	conn_loopy_nodes 0
5524	AH6	6081.875	59.8423710677	6192	5941	D-edges 221 	D-max-degree 28 	D-min-degree 18 	D-max-in-degree 15 	D-min-in-degree 8 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 68 	UR-max-degree 10 	UR-min-degree 3 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5523	P2	6080.6875	77.546533409	6187	5936	D-edges 211 	D-max-degree 25 	D-min-degree 13 	D-max-in-degree 13 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 53 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5522	TA	6080.3125	82.4565936948	6190	5925	D-edges 209 	D-max-degree 25 	D-min-degree 12 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 53 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5521	SI	6079.9375	64.4316195183	6191	5967	D-edges 212 	D-max-degree 26 	D-min-degree 14 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 59 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 19 	conn_loopy_nodes 19
5520	RF	6079.8125	62.2276252459	6214	6003	D-edges 211 	D-max-degree 26 	D-min-degree 16 	D-max-in-degree 16 	D-min-in-degree 8 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 61 	UR-max-degree 10 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5519	RH	6079.125	63.4270003626	6199	5999	D-edges 211 	D-max-degree 26 	D-min-degree 14 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 57 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 19 	conn_loopy_nodes 19
5518	SG	6077.5	71.7486933679	6190	5933	D-edges 207 	D-max-degree 25 	D-min-degree 16 	D-max-in-degree 14 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 47 	UR-max-degree 7 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5517	BMZ	6075.1875	69.3732826364	6147	5877	D-edges 232 	D-max-degree 28 	D-min-degree 19 	D-max-in-degree 15 	D-min-in-degree 8 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 73 	UR-max-degree 10 	UR-min-degree 3 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5516	VC	6074.75	68.0188393021	6186	5948	D-edges 220 	D-max-degree 25 	D-min-degree 19 	D-max-in-degree 15 	D-min-in-degree 8 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 52 	UR-max-degree 7 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5515	6Z	6073.4375	77.3716426978	6224	5911	D-edges 213 	D-max-degree 27 	D-min-degree 15 	D-max-in-degree 14 	D-min-in-degree 4 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 61 	UR-max-degree 11 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5514	RZ	6073.0	48.3709623638	6165	5962	D-edges 213 	D-max-degree 26 	D-min-degree 14 	D-max-in-degree 14 	D-min-in-degree 5 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 61 	UR-max-degree 11 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5513	RO	6072.1875	74.412044346	6211	5949	D-edges 210 	D-max-degree 28 	D-min-degree 14 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 55 	UR-max-degree 11 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5512	B6G	6071.9375	62.5024687012	6157	5940	D-edges 231 	D-max-degree 29 	D-min-degree 13 	D-max-in-degree 14 	D-min-in-degree 9 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 73 	UR-max-degree 12 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 19 	conn_loopy_nodes 19
5511	AU5	6070.0625	81.2392060138	6188	5902	D-edges 231 	D-max-degree 27 	D-min-degree 18 	D-max-in-degree 14 	D-min-in-degree 9 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 73 	UR-max-degree 11 	UR-min-degree 3 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5510	P6	6067.9375	69.4590425629	6176	5936	D-edges 210 	D-max-degree 25 	D-min-degree 16 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 57 	UR-max-degree 9 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5509	TM	6066.75	54.1577556773	6171	5953	D-edges 215 	D-max-degree 28 	D-min-degree 16 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 60 	UR-max-degree 11 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5508	S7	6066.6875	96.084415197	6212	5916	D-edges 213 	D-max-degree 26 	D-min-degree 18 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 54 	UR-max-degree 9 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5507	S3	6066.5625	57.6378442844	6152	5973	D-edges 212 	D-max-degree 26 	D-min-degree 14 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 59 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 19 	conn_loopy_nodes 19
5506	RU	6065.5	95.1038905618	6218	5835	D-edges 210 	D-max-degree 25 	D-min-degree 16 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 52 	UR-max-degree 8 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5505	TO	6065.0625	83.1583344816	6267	5930	D-edges 212 	D-max-degree 27 	D-min-degree 16 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 59 	UR-max-degree 10 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5504	YJ	6064.1875	69.7524361134	6189	5887	D-edges 218 	D-max-degree 27 	D-min-degree 13 	D-max-in-degree 14 	D-min-in-degree 8 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 64 	UR-max-degree 10 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5503	ANF	6063.4375	60.1082032151	6211	5974	D-edges 219 	D-max-degree 27 	D-min-degree 17 	D-max-in-degree 13 	D-min-in-degree 8 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 61 	UR-max-degree 11 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5502	T4	6061.25	76.0932815694	6265	5960	D-edges 208 	D-max-degree 27 	D-min-degree 14 	D-max-in-degree 12 	D-min-in-degree 5 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 53 	UR-max-degree 10 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5501	PO	6060.75	79.2002998732	6234	5942	D-edges 213 	D-max-degree 26 	D-min-degree 16 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 59 	UR-max-degree 10 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5500	QY	6060.6875	61.1634273382	6163	5971	D-edges 212 	D-max-degree 27 	D-min-degree 16 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 56 	UR-max-degree 10 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5499	AP6	6060.125	57.3867090449	6189	5963	D-edges 226 	D-max-degree 28 	D-min-degree 14 	D-max-in-degree 17 	D-min-in-degree 6 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 61 	UR-max-degree 10 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5498	AZO	6059.75	50.8656318156	6160	5972	D-edges 225 	D-max-degree 27 	D-min-degree 16 	D-max-in-degree 16 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 67 	UR-max-degree 10 	UR-min-degree 3 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5497	SX	6058.5625	61.4928540056	6159	5901	D-edges 213 	D-max-degree 26 	D-min-degree 14 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 59 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 19 	conn_loopy_nodes 19
5496	5N	6058.3125	78.3467602633	6199	5907	D-edges 207 	D-max-degree 26 	D-min-degree 14 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 54 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 19 	disc_loopy_nodes 18 	all_loopy_nodes 18 	conn_loopy_nodes 0
5495	TT	6056.625	40.2381581959	6135	5993	D-edges 214 	D-max-degree 27 	D-min-degree 16 	D-max-in-degree 14 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 51 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 19 	conn_loopy_nodes 19
5494	NI	6054.8125	70.4815744982	6164	5932	D-edges 187 	D-max-degree 26 	D-min-degree 14 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 46 	UR-max-degree 9 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5493	KT	6052.0625	87.7570999621	6251	5916	D-edges 200 	D-max-degree 27 	D-min-degree 15 	D-max-in-degree 15 	D-min-in-degree 7 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 55 	UR-max-degree 10 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5492	QT	6051.0625	70.286439615	6212	5927	D-edges 209 	D-max-degree 25 	D-min-degree 13 	D-max-in-degree 13 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 51 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5491	RK	6041.125	97.1885249142	6257	5857	D-edges 207 	D-max-degree 26 	D-min-degree 15 	D-max-in-degree 13 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 50 	UR-max-degree 8 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5490	BHG	6040.75	83.9184872361	6184	5847	D-edges 231 	D-max-degree 27 	D-min-degree 15 	D-max-in-degree 16 	D-min-in-degree 8 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 71 	UR-max-degree 11 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 19 	conn_loopy_nodes 19
5489	SR	6039.8125	69.92873046	6158	5866	D-edges 209 	D-max-degree 25 	D-min-degree 16 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 57 	UR-max-degree 9 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5488	PX	6037.1875	49.6528180847	6128	5935	D-edges 205 	D-max-degree 24 	D-min-degree 16 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 50 	UR-max-degree 8 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5487	SK	6037.0	80.6349800025	6187	5926	D-edges 213 	D-max-degree 27 	D-min-degree 15 	D-max-in-degree 13 	D-min-in-degree 8 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 55 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 19 	conn_loopy_nodes 19
5486	OC	6035.75	101.08195932	6258	5851	D-edges 193 	D-max-degree 28 	D-min-degree 15 	D-max-in-degree 15 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 55 	UR-max-degree 10 	UR-min-degree 3 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5485	T2	6034.75	71.120056946	6178	5944	D-edges 214 	D-max-degree 26 	D-min-degree 15 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 62 	UR-max-degree 10 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5484	SB	6034.6875	67.8469958344	6137	5911	D-edges 210 	D-max-degree 25 	D-min-degree 14 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 48 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5483	T3	6034.3125	62.1778887045	6143	5928	D-edges 209 	D-max-degree 26 	D-min-degree 15 	D-max-in-degree 13 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 55 	UR-max-degree 8 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5482	TW	6033.25	84.0903531923	6185	5894	D-edges 207 	D-max-degree 25 	D-min-degree 17 	D-max-in-degree 14 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 49 	UR-max-degree 8 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5481	WZ	6033.0	68.6239754022	6154	5905	D-edges 223 	D-max-degree 27 	D-min-degree 16 	D-max-in-degree 14 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 62 	UR-max-degree 9 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5480	2Z	6032.9375	76.1786295082	6210	5895	D-edges 215 	D-max-degree 28 	D-min-degree 18 	D-max-in-degree 16 	D-min-in-degree 7 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 53 	UR-max-degree 9 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5479	R7	6031.125	66.7306854078	6138	5927	D-edges 211 	D-max-degree 24 	D-min-degree 13 	D-max-in-degree 13 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 51 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5478	OP	6028.5625	55.5281108426	6121	5933	D-edges 212 	D-max-degree 25 	D-min-degree 13 	D-max-in-degree 13 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 54 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5477	WP	6025.375	60.6391736009	6133	5937	D-edges 213 	D-max-degree 26 	D-min-degree 17 	D-max-in-degree 14 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 54 	UR-max-degree 9 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5476	AAJ	6021.9375	58.0855713043	6115	5890	D-edges 213 	D-max-degree 27 	D-min-degree 12 	D-max-in-degree 14 	D-min-in-degree 8 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 59 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 19 	disc_loopy_nodes 19 	all_loopy_nodes 19 	conn_loopy_nodes 0
5475	J3	6021.625	65.2541904785	6146	5897	D-edges 193 	D-max-degree 24 	D-min-degree 14 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 42 	UR-max-degree 6 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5474	MC	6020.0	97.2567478379	6156	5846	D-edges 206 	D-max-degree 24 	D-min-degree 17 	D-max-in-degree 15 	D-min-in-degree 8 	D-max-out-degree 15 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 45 	UR-max-degree 8 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5473	XW	6019.6875	62.1618037363	6131	5882	D-edges 216 	D-max-degree 25 	D-min-degree 18 	D-max-in-degree 16 	D-min-in-degree 5 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 56 	UR-max-degree 10 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5472	RS	6019.125	58.2117632013	6126	5904	D-edges 207 	D-max-degree 28 	D-min-degree 15 	D-max-in-degree 14 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 62 	UR-max-degree 11 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5471	APP	6016.375	70.7538647354	6179	5888	D-edges 222 	D-max-degree 29 	D-min-degree 16 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 67 	UR-max-degree 12 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5470	VV	6015.625	93.9433838809	6211	5835	D-edges 213 	D-max-degree 26 	D-min-degree 17 	D-max-in-degree 13 	D-min-in-degree 7 	D-max-out-degree 15 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 54 	UR-max-degree 9 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
