
5999	D2Q	16824.0	82.245060642	16978	16646	D-edges 762 	D-max-degree 40 	D-min-degree 22 	D-max-in-degree 23 	D-min-in-degree 10 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 132 	UR-max-degree 12 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 40 	NSUC-D-max-in-degree 23 	NSUC-D-max-out-degree 23
5352	U2	15457.25	91.1787392981	15593	15256	D-edges 699 	D-max-degree 36 	D-min-degree 19 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 102 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5351	NL	15456.4375	171.60491279	15664	15156	D-edges 683 	D-max-degree 37 	D-min-degree 18 	D-max-in-degree 20 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 105 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5350	BPW	15454.9375	91.6750161917	15684	15351	D-edges 733 	D-max-degree 39 	D-min-degree 21 	D-max-in-degree 21 	D-min-in-degree 8 	D-max-out-degree 21 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 113 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 39 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 21
5349	RD	15454.125	146.031621148	15649	15180	D-edges 706 	D-max-degree 39 	D-min-degree 18 	D-max-in-degree 22 	D-min-in-degree 5 	D-max-out-degree 19 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 119 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 39 	NSUC-D-max-in-degree 22 	NSUC-D-max-out-degree 19
5348	MO	15450.5	65.952634519	15563	15325	D-edges 698 	D-max-degree 36 	D-min-degree 19 	D-max-in-degree 19 	D-min-in-degree 9 	D-max-out-degree 21 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 109 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 21
5347	DMK	15450.4375	76.5440794167	15586	15337	D-edges 748 	D-max-degree 42 	D-min-degree 15 	D-max-in-degree 23 	D-min-in-degree 7 	D-max-out-degree 23 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 134 	UR-max-degree 11 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 42 	NSUC-D-max-in-degree 23 	NSUC-D-max-out-degree 23
5346	SO	15445.625	94.4966103889	15653	15263	D-edges 692 	D-max-degree 36 	D-min-degree 19 	D-max-in-degree 20 	D-min-in-degree 9 	D-max-out-degree 19 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 100 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5345	ARN	15442.375	87.407004153	15660	15307	D-edges 724 	D-max-degree 44 	D-min-degree 19 	D-max-in-degree 23 	D-min-in-degree 7 	D-max-out-degree 22 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 108 	UR-max-degree 11 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 44 	NSUC-D-max-in-degree 23 	NSUC-D-max-out-degree 22
5344	AHB	15442.3125	109.679486887	15663	15229	D-edges 713 	D-max-degree 39 	D-min-degree 20 	D-max-in-degree 24 	D-min-in-degree 8 	D-max-out-degree 19 	D-min-out-degree 8 	D-diameter-from0 3 	UR-edges 104 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 45 	NSUC.conn 45 	NSUC-D-max-degree 39 	NSUC-D-max-in-degree 24 	NSUC-D-max-out-degree 19
5343	BU5	15441.8125	89.7686044436	15622	15295	D-edges 730 	D-max-degree 40 	D-min-degree 17 	D-max-in-degree 22 	D-min-in-degree 7 	D-max-out-degree 21 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 115 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 40 	NSUC-D-max-in-degree 22 	NSUC-D-max-out-degree 21
5342	A4E	15441.375	96.8948366787	15631	15308	D-edges 714 	D-max-degree 41 	D-min-degree 19 	D-max-in-degree 21 	D-min-in-degree 8 	D-max-out-degree 21 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 104 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 41 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 21
5341	ARG	15440.8125	102.74557092	15619	15169	D-edges 703 	D-max-degree 37 	D-min-degree 19 	D-max-in-degree 22 	D-min-in-degree 6 	D-max-out-degree 21 	D-min-out-degree 9 	D-diameter-from0 2 	UR-edges 106 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 22 	NSUC-D-max-out-degree 21
5340	AKP	15440.75	89.1294704349	15612	15233	D-edges 726 	D-max-degree 39 	D-min-degree 19 	D-max-in-degree 21 	D-min-in-degree 8 	D-max-out-degree 21 	D-min-out-degree 9 	D-diameter-from0 3 	UR-edges 114 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 47 	NSUC.conn 47 	NSUC-D-max-degree 39 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 21
5339	UA	15433.5	108.485022008	15587	15189	D-edges 693 	D-max-degree 38 	D-min-degree 18 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 100 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5338	BU6	15431.8125	138.957375996	15633	15089	D-edges 711 	D-max-degree 43 	D-min-degree 21 	D-max-in-degree 22 	D-min-in-degree 8 	D-max-out-degree 21 	D-min-out-degree 8 	D-diameter-from0 3 	UR-edges 102 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 43 	NSUC-D-max-in-degree 22 	NSUC-D-max-out-degree 21
5337	YC	15431.25	91.0120184371	15624	15262	D-edges 694 	D-max-degree 35 	D-min-degree 16 	D-max-in-degree 20 	D-min-in-degree 4 	D-max-out-degree 19 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 102 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 44 	NSUC.conn 44 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5336	BU3	15430.3125	84.7221331398	15592	15272	D-edges 746 	D-max-degree 40 	D-min-degree 20 	D-max-in-degree 24 	D-min-in-degree 8 	D-max-out-degree 21 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 109 	UR-max-degree 10 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 40 	NSUC-D-max-in-degree 24 	NSUC-D-max-out-degree 21
5335	AFT	15430.0625	72.6751924232	15542	15279	D-edges 710 	D-max-degree 37 	D-min-degree 19 	D-max-in-degree 20 	D-min-in-degree 7 	D-max-out-degree 21 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 110 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 21
5334	KH	15429.5	156.719494639	15750	15039	D-edges 685 	D-max-degree 40 	D-min-degree 19 	D-max-in-degree 22 	D-min-in-degree 7 	D-max-out-degree 21 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 88 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 40 	NSUC-D-max-in-degree 22 	NSUC-D-max-out-degree 21
5333	DP4	15428.0	108.017359716	15655	15237	D-edges 748 	D-max-degree 43 	D-min-degree 21 	D-max-in-degree 23 	D-min-in-degree 9 	D-max-out-degree 21 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 110 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 49 	NSUC.conn 49 	NSUC-D-max-degree 43 	NSUC-D-max-in-degree 23 	NSUC-D-max-out-degree 21
5332	RH	15426.5625	83.833889888	15619	15319	D-edges 694 	D-max-degree 37 	D-min-degree 16 	D-max-in-degree 20 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 107 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5331	LB	15423.25	218.929926004	15681	14842	D-edges 686 	D-max-degree 39 	D-min-degree 19 	D-max-in-degree 21 	D-min-in-degree 8 	D-max-out-degree 21 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 88 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 39 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 21
5330	KW	15420.3125	102.775677296	15704	15277	D-edges 697 	D-max-degree 37 	D-min-degree 18 	D-max-in-degree 20 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 109 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5329	B5V	15420.3125	75.2916983721	15545	15270	D-edges 712 	D-max-degree 39 	D-min-degree 14 	D-max-in-degree 24 	D-min-in-degree 7 	D-max-out-degree 21 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 101 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 39 	NSUC-D-max-in-degree 24 	NSUC-D-max-out-degree 21
5328	QP	15420.125	83.7972814297	15584	15287	D-edges 678 	D-max-degree 37 	D-min-degree 18 	D-max-in-degree 19 	D-min-in-degree 5 	D-max-out-degree 19 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 90 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 19
5327	QZ	15411.0625	88.4254408739	15547	15217	D-edges 687 	D-max-degree 38 	D-min-degree 17 	D-max-in-degree 21 	D-min-in-degree 6 	D-max-out-degree 19 	D-min-out-degree 8 	D-diameter-from0 3 	UR-edges 113 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5326	AEK	15411.0625	178.938351378	15743	15118	D-edges 697 	D-max-degree 37 	D-min-degree 20 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 21 	D-min-out-degree 9 	D-diameter-from0 2 	UR-edges 96 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 21
5325	M5	15409.75	129.488175136	15687	15227	D-edges 674 	D-max-degree 37 	D-min-degree 19 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 8 	D-diameter-from0 3 	UR-edges 97 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5324	P7	15403.6875	84.6040178937	15551	15254	D-edges 727 	D-max-degree 37 	D-min-degree 20 	D-max-in-degree 21 	D-min-in-degree 8 	D-max-out-degree 20 	D-min-out-degree 9 	D-diameter-from0 3 	UR-edges 115 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 20
5323	BV4	15402.25	110.610521651	15625	15257	D-edges 716 	D-max-degree 37 	D-min-degree 19 	D-max-in-degree 23 	D-min-in-degree 8 	D-max-out-degree 21 	D-min-out-degree 9 	D-diameter-from0 2 	UR-edges 110 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 23 	NSUC-D-max-out-degree 21
5322	BX5	15401.6875	109.026211728	15664	15247	D-edges 718 	D-max-degree 44 	D-min-degree 18 	D-max-in-degree 23 	D-min-in-degree 7 	D-max-out-degree 21 	D-min-out-degree 9 	D-diameter-from0 3 	UR-edges 117 	UR-max-degree 12 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 44 	NSUC-D-max-in-degree 23 	NSUC-D-max-out-degree 21
5321	Q3	15401.25	78.5027865747	15502	15251	D-edges 680 	D-max-degree 37 	D-min-degree 18 	D-max-in-degree 20 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 8 	D-diameter-from0 3 	UR-edges 101 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5320	ACF	15400.4375	112.760237202	15608	15205	D-edges 711 	D-max-degree 39 	D-min-degree 20 	D-max-in-degree 22 	D-min-in-degree 10 	D-max-out-degree 19 	D-min-out-degree 8 	D-diameter-from0 3 	UR-edges 98 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 39 	NSUC-D-max-in-degree 22 	NSUC-D-max-out-degree 19
5319	OL	15398.125	87.8499252988	15588	15260	D-edges 687 	D-max-degree 37 	D-min-degree 18 	D-max-in-degree 20 	D-min-in-degree 6 	D-max-out-degree 19 	D-min-out-degree 8 	D-diameter-from0 3 	UR-edges 102 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5318	AFN	15397.4375	141.220115755	15651	15126	D-edges 689 	D-max-degree 35 	D-min-degree 16 	D-max-in-degree 23 	D-min-in-degree 5 	D-max-out-degree 21 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 111 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 23 	NSUC-D-max-out-degree 21
5317	7W	15396.375	114.779067669	15583	15175	D-edges 700 	D-max-degree 36 	D-min-degree 18 	D-max-in-degree 20 	D-min-in-degree 6 	D-max-out-degree 19 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 107 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5316	PL	15395.625	87.7096595307	15510	15246	D-edges 679 	D-max-degree 37 	D-min-degree 18 	D-max-in-degree 20 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 8 	D-diameter-from0 3 	UR-edges 101 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5315	AJ2	15395.0625	155.018736267	15698	15067	D-edges 701 	D-max-degree 40 	D-min-degree 18 	D-max-in-degree 21 	D-min-in-degree 8 	D-max-out-degree 21 	D-min-out-degree 9 	D-diameter-from0 3 	UR-edges 106 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 40 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 21
5314	DJT	15393.6875	75.2177827628	15503	15270	D-edges 724 	D-max-degree 45 	D-min-degree 20 	D-max-in-degree 25 	D-min-in-degree 9 	D-max-out-degree 21 	D-min-out-degree 9 	D-diameter-from0 3 	UR-edges 112 	UR-max-degree 12 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 45 	NSUC-D-max-in-degree 25 	NSUC-D-max-out-degree 21
5313	AEQ	15393.5	112.513332543	15684	15244	D-edges 708 	D-max-degree 36 	D-min-degree 18 	D-max-in-degree 20 	D-min-in-degree 6 	D-max-out-degree 20 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 108 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 20
5312	DMN	15388.6875	76.539792551	15526	15269	D-edges 748 	D-max-degree 38 	D-min-degree 19 	D-max-in-degree 22 	D-min-in-degree 8 	D-max-out-degree 20 	D-min-out-degree 9 	D-diameter-from0 3 	UR-edges 113 	UR-max-degree 10 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 22 	NSUC-D-max-out-degree 20
5311	J4	15388.3125	97.8383352462	15585	15221	D-edges 677 	D-max-degree 37 	D-min-degree 19 	D-max-in-degree 20 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 105 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5310	AKM	15383.3125	128.567938631	15714	15174	D-edges 708 	D-max-degree 38 	D-min-degree 18 	D-max-in-degree 20 	D-min-in-degree 8 	D-max-out-degree 21 	D-min-out-degree 9 	D-diameter-from0 3 	UR-edges 109 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 21
5309	R4	15377.8125	91.1360375688	15538	15220	D-edges 683 	D-max-degree 36 	D-min-degree 21 	D-max-in-degree 20 	D-min-in-degree 8 	D-max-out-degree 19 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 92 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5308	AEV	15375.25	138.649062384	15657	15195	D-edges 710 	D-max-degree 36 	D-min-degree 19 	D-max-in-degree 22 	D-min-in-degree 8 	D-max-out-degree 19 	D-min-out-degree 8 	D-diameter-from0 3 	UR-edges 111 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 22 	NSUC-D-max-out-degree 19
5307	LT	15374.125	142.870953573	15636	15103	D-edges 692 	D-max-degree 38 	D-min-degree 20 	D-max-in-degree 21 	D-min-in-degree 8 	D-max-out-degree 19 	D-min-out-degree 8 	D-diameter-from0 2 	UR-edges 104 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 19
5306	AFO	15373.4375	79.0411038242	15527	15228	D-edges 717 	D-max-degree 36 	D-min-degree 20 	D-max-in-degree 21 	D-min-in-degree 10 	D-max-out-degree 21 	D-min-out-degree 9 	D-diameter-from0 2 	UR-edges 105 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 21
5305	SV	15372.5	64.0175757117	15489	15280	D-edges 703 	D-max-degree 37 	D-min-degree 17 	D-max-in-degree 20 	D-min-in-degree 5 	D-max-out-degree 20 	D-min-out-degree 9 	D-diameter-from0 3 	UR-edges 106 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 42 	NSUC.conn 42 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 20
5304	YT	15370.125	86.3704774503	15540	15240	D-edges 677 	D-max-degree 34 	D-min-degree 19 	D-max-in-degree 18 	D-min-in-degree 7 	D-max-out-degree 18 	D-min-out-degree 9 	D-diameter-from0 3 	UR-edges 89 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 43 	NSUC.conn 43 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 18
