
5999	CAN	1252.0625	16.311302638	1275	1215	D-edges 199 	D-max-degree 26 	D-min-degree 13 	D-max-in-degree 17 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 52 	UR-max-degree 8 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5632	QG	1032.75	23.9178280787	1083	991	D-edges 191 	D-max-degree 24 	D-min-degree 15 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 48 	UR-max-degree 10 	UR-min-degree 3 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5631	MC	1032.5625	21.8716961791	1063	987	D-edges 191 	D-max-degree 24 	D-min-degree 11 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 48 	UR-max-degree 8 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5630	NS	1032.5	21.2984741237	1063	991	D-edges 187 	D-max-degree 26 	D-min-degree 12 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 49 	UR-max-degree 10 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5629	PJ	1031.9375	20.3453580394	1068	1010	D-edges 197 	D-max-degree 26 	D-min-degree 11 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 53 	UR-max-degree 9 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5628	PP	1030.625	18.8277554424	1082	993	D-edges 193 	D-max-degree 25 	D-min-degree 11 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 48 	UR-max-degree 8 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5627	VE	1029.625	18.5804837128	1059	994	D-edges 186 	D-max-degree 24 	D-min-degree 15 	D-max-in-degree 13 	D-min-in-degree 4 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 47 	UR-max-degree 8 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5626	O7	1028.4375	15.8270683877	1065	1003	D-edges 195 	D-max-degree 26 	D-min-degree 11 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 52 	UR-max-degree 9 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5625	SN	1025.5	20.102860493	1069	999	D-edges 186 	D-max-degree 23 	D-min-degree 13 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 47 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5624	QP	1023.1875	15.2529454123	1049	987	D-edges 191 	D-max-degree 26 	D-min-degree 12 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 51 	UR-max-degree 9 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5623	SS	1023.0625	21.5594200699	1059	983	D-edges 191 	D-max-degree 22 	D-min-degree 15 	D-max-in-degree 13 	D-min-in-degree 7 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 49 	UR-max-degree 7 	UR-min-degree 3 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5622	PC	1022.5	22.4443756875	1060	980	D-edges 197 	D-max-degree 26 	D-min-degree 11 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 54 	UR-max-degree 9 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5621	PD	1022.0	25.7366470233	1094	986	D-edges 198 	D-max-degree 24 	D-min-degree 13 	D-max-in-degree 13 	D-min-in-degree 7 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 55 	UR-max-degree 10 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 19 	NSUC.conn 19
5620	PH	1021.375	18.0688786315	1047	995	D-edges 193 	D-max-degree 26 	D-min-degree 12 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 47 	UR-max-degree 8 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5619	SK	1018.0	22.4582946815	1058	981	D-edges 189 	D-max-degree 27 	D-min-degree 12 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 52 	UR-max-degree 11 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 18 	NSUC.conn 18
5618	SO	1017.8125	18.8951672062	1057	988	D-edges 194 	D-max-degree 24 	D-min-degree 14 	D-max-in-degree 12 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 51 	UR-max-degree 9 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5617	VK	1015.625	11.7466750615	1042	991	D-edges 192 	D-max-degree 25 	D-min-degree 14 	D-max-in-degree 15 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 51 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5616	PB	1015.5	17.9826305084	1046	993	D-edges 197 	D-max-degree 27 	D-min-degree 11 	D-max-in-degree 14 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 52 	UR-max-degree 9 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5615	6W	1015.25	22.0184581658	1045	981	D-edges 195 	D-max-degree 24 	D-min-degree 15 	D-max-in-degree 15 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 50 	UR-max-degree 7 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5614	VC	1014.9375	13.7271116317	1040	989	D-edges 188 	D-max-degree 22 	D-min-degree 14 	D-max-in-degree 13 	D-min-in-degree 7 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 47 	UR-max-degree 7 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5613	MK	1014.0	17.3385408844	1049	984	D-edges 195 	D-max-degree 25 	D-min-degree 11 	D-max-in-degree 13 	D-min-in-degree 4 	D-max-out-degree 13 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 50 	UR-max-degree 8 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5612	UD	1013.6875	15.1563466492	1053	989	D-edges 185 	D-max-degree 22 	D-min-degree 14 	D-max-in-degree 13 	D-min-in-degree 7 	D-max-out-degree 13 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 46 	UR-max-degree 7 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5611	JW	1012.9375	17.8412049411	1059	982	D-edges 185 	D-max-degree 25 	D-min-degree 13 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 52 	UR-max-degree 9 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5610	PV	1012.8125	16.4932514608	1046	992	D-edges 192 	D-max-degree 25 	D-min-degree 12 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 49 	UR-max-degree 9 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5609	TX	1010.5	17.5499287748	1036	971	D-edges 186 	D-max-degree 24 	D-min-degree 14 	D-max-in-degree 12 	D-min-in-degree 3 	D-max-out-degree 12 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 50 	UR-max-degree 10 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5608	KP	1009.6875	19.2993482727	1039	955	D-edges 184 	D-max-degree 25 	D-min-degree 11 	D-max-in-degree 12 	D-min-in-degree 3 	D-max-out-degree 13 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 48 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5607	LW	1006.3125	19.1204038595	1039	978	D-edges 196 	D-max-degree 25 	D-min-degree 10 	D-max-in-degree 13 	D-min-in-degree 4 	D-max-out-degree 13 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 51 	UR-max-degree 8 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5606	SL	1006.25	22.7801997357	1047	967	D-edges 198 	D-max-degree 26 	D-min-degree 13 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 49 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 18 	NSUC.conn 18
5605	LL	1005.5	14.0756882603	1045	981	D-edges 189 	D-max-degree 25 	D-min-degree 11 	D-max-in-degree 13 	D-min-in-degree 4 	D-max-out-degree 13 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 50 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5604	T6	1005.3125	14.772096796	1031	971	D-edges 188 	D-max-degree 22 	D-min-degree 14 	D-max-in-degree 13 	D-min-in-degree 7 	D-max-out-degree 13 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 47 	UR-max-degree 7 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5603	NX	1004.875	14.8907479664	1031	974	D-edges 198 	D-max-degree 26 	D-min-degree 11 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 53 	UR-max-degree 9 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5602	OB	1004.0625	13.7088874002	1032	973	D-edges 199 	D-max-degree 27 	D-min-degree 11 	D-max-in-degree 14 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 53 	UR-max-degree 9 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5601	KM	1001.625	24.1786967184	1035	961	D-edges 191 	D-max-degree 24 	D-min-degree 14 	D-max-in-degree 13 	D-min-in-degree 4 	D-max-out-degree 13 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 46 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5600	BMJ	1001.5	17.3817432958	1026	971	D-edges 199 	D-max-degree 27 	D-min-degree 12 	D-max-in-degree 16 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 55 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 19 	NSUC.disc 19 	all_sinkless_cycles 19 	NSUC.conn 0
5599	OK	1001.125	14.9911432186	1019	961	D-edges 187 	D-max-degree 25 	D-min-degree 11 	D-max-in-degree 13 	D-min-in-degree 4 	D-max-out-degree 13 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 49 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5598	B3W	1000.4375	19.1473521342	1038	955	D-edges 198 	D-max-degree 23 	D-min-degree 14 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 50 	UR-max-degree 8 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5597	L4	998.875	18.7245660831	1043	974	D-edges 196 	D-max-degree 25 	D-min-degree 11 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 51 	UR-max-degree 8 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5596	KN	998.0	15.8113883008	1025	969	D-edges 188 	D-max-degree 25 	D-min-degree 11 	D-max-in-degree 13 	D-min-in-degree 4 	D-max-out-degree 13 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 49 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5595	NG	997.9375	18.6764181188	1037	958	D-edges 182 	D-max-degree 25 	D-min-degree 11 	D-max-in-degree 12 	D-min-in-degree 3 	D-max-out-degree 13 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 47 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5594	UV	997.625	17.3884839765	1026	967	D-edges 192 	D-max-degree 23 	D-min-degree 14 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 48 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 18 	NSUC.conn 18
5593	NP	997.125	13.4855246468	1026	979	D-edges 189 	D-max-degree 25 	D-min-degree 11 	D-max-in-degree 13 	D-min-in-degree 4 	D-max-out-degree 13 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 49 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5592	TW	996.875	18.0169191317	1029	957	D-edges 192 	D-max-degree 23 	D-min-degree 15 	D-max-in-degree 13 	D-min-in-degree 7 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 50 	UR-max-degree 7 	UR-min-degree 3 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5591	KA	995.8125	20.8063053844	1029	951	D-edges 192 	D-max-degree 25 	D-min-degree 14 	D-max-in-degree 13 	D-min-in-degree 6 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 49 	UR-max-degree 10 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5590	ND	995.75	21.294071945	1054	963	D-edges 190 	D-max-degree 25 	D-min-degree 13 	D-max-in-degree 14 	D-min-in-degree 7 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 52 	UR-max-degree 9 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5589	KJ	994.6875	16.9067987434	1021	967	D-edges 190 	D-max-degree 24 	D-min-degree 12 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 52 	UR-max-degree 9 	UR-min-degree 3 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5588	UW	994.4375	16.442964871	1038	965	D-edges 192 	D-max-degree 24 	D-min-degree 12 	D-max-in-degree 14 	D-min-in-degree 4 	D-max-out-degree 13 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 53 	UR-max-degree 9 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5587	OT	993.875	18.1792292191	1021	958	D-edges 192 	D-max-degree 26 	D-min-degree 10 	D-max-in-degree 13 	D-min-in-degree 4 	D-max-out-degree 13 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 49 	UR-max-degree 9 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5586	MW	993.25	17.3475502593	1017	953	D-edges 192 	D-max-degree 26 	D-min-degree 14 	D-max-in-degree 13 	D-min-in-degree 7 	D-max-out-degree 13 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 48 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5585	HV	992.25	15.4535594605	1022	968	D-edges 183 	D-max-degree 25 	D-min-degree 12 	D-max-in-degree 13 	D-min-in-degree 3 	D-max-out-degree 13 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 45 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5584	NE	991.5625	17.1827266099	1023	958	D-edges 193 	D-max-degree 24 	D-min-degree 12 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 44 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5583	VI	990.625	14.7854447008	1020	965	D-edges 191 	D-max-degree 24 	D-min-degree 13 	D-max-in-degree 12 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 49 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 19 	NSUC.conn 19
5582	LJ	990.5	17.3493515729	1015	959	D-edges 194 	D-max-degree 24 	D-min-degree 12 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 44 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5581	S7	989.8125	22.5006076307	1021	943	D-edges 193 	D-max-degree 23 	D-min-degree 14 	D-max-in-degree 14 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 48 	UR-max-degree 7 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5580	LZ	988.1875	18.4533829893	1017	949	D-edges 187 	D-max-degree 24 	D-min-degree 12 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 50 	UR-max-degree 9 	UR-min-degree 3 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5579	MP	987.625	17.4136261301	1020	959	D-edges 195 	D-max-degree 26 	D-min-degree 13 	D-max-in-degree 13 	D-min-in-degree 7 	D-max-out-degree 13 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 54 	UR-max-degree 10 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5578	IY	987.5625	14.8449012711	1007	951	D-edges 180 	D-max-degree 24 	D-min-degree 12 	D-max-in-degree 13 	D-min-in-degree 4 	D-max-out-degree 12 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 40 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5577	M5	986.9375	16.0680924117	1016	953	D-edges 190 	D-max-degree 25 	D-min-degree 12 	D-max-in-degree 14 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 52 	UR-max-degree 9 	UR-min-degree 3 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5576	B2W	986.75	15.8291661183	1009	946	D-edges 195 	D-max-degree 24 	D-min-degree 15 	D-max-in-degree 15 	D-min-in-degree 6 	D-max-out-degree 14 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 51 	UR-max-degree 7 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5575	FU	986.0625	17.6828615826	1028	952	D-edges 194 	D-max-degree 25 	D-min-degree 11 	D-max-in-degree 13 	D-min-in-degree 4 	D-max-out-degree 13 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 51 	UR-max-degree 9 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5574	J7	984.875	14.2033226746	1011	966	D-edges 188 	D-max-degree 24 	D-min-degree 12 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 51 	UR-max-degree 9 	UR-min-degree 3 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5573	MS	983.5625	13.2049647387	1016	959	D-edges 195 	D-max-degree 26 	D-min-degree 11 	D-max-in-degree 13 	D-min-in-degree 4 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 52 	UR-max-degree 9 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5572	KC	983.5625	15.7001940673	1010	949	D-edges 195 	D-max-degree 25 	D-min-degree 11 	D-max-in-degree 13 	D-min-in-degree 4 	D-max-out-degree 13 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 52 	UR-max-degree 9 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5571	KF	983.0625	14.3416733246	1007	952	D-edges 184 	D-max-degree 25 	D-min-degree 13 	D-max-in-degree 13 	D-min-in-degree 4 	D-max-out-degree 15 	D-min-out-degree 4 	D-diameter-from0 2 	UR-edges 50 	UR-max-degree 8 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5570	ON	982.625	14.6025468669	1011	953	D-edges 188 	D-max-degree 24 	D-min-degree 8 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 52 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5569	QO	981.875	14.6239315849	1010	957	D-edges 198 	D-max-degree 26 	D-min-degree 13 	D-max-in-degree 14 	D-min-in-degree 5 	D-max-out-degree 14 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 52 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5568	PA	981.875	11.8631519842	1004	963	D-edges 196 	D-max-degree 26 	D-min-degree 11 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 13 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 53 	UR-max-degree 9 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5567	HW	981.875	14.8697469716	1009	952	D-edges 191 	D-max-degree 23 	D-min-degree 12 	D-max-in-degree 13 	D-min-in-degree 5 	D-max-out-degree 12 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 48 	UR-max-degree 8 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5566	OQ	981.75	16.4601792214	1008	951	D-edges 190 	D-max-degree 23 	D-min-degree 14 	D-max-in-degree 12 	D-min-in-degree 5 	D-max-out-degree 12 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 49 	UR-max-degree 7 	UR-min-degree 2 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5565	M4	981.75	16.9318486882	1016	949	D-edges 194 	D-max-degree 26 	D-min-degree 14 	D-max-in-degree 13 	D-min-in-degree 7 	D-max-out-degree 13 	D-min-out-degree 5 	D-diameter-from0 2 	UR-edges 49 	UR-max-degree 8 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
