
5999	D7H	1354.8125	46.9497320945	1415	1278	D-edges 631 	D-max-degree 38 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 21 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 81 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 49 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 21
5532	RE	1048.75	16.2076370887	1074	1020	D-edges 607 	D-max-degree 32 	D-min-degree 16 	D-max-in-degree 19 	D-min-in-degree 5 	D-max-out-degree 18 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 80 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 32 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 18
5531	BQH	1048.5625	27.0045569071	1096	999	D-edges 604 	D-max-degree 36 	D-min-degree 13 	D-max-in-degree 19 	D-min-in-degree 6 	D-max-out-degree 18 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 82 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 18
5530	QD	1047.5625	32.33993033	1088	981	D-edges 614 	D-max-degree 34 	D-min-degree 14 	D-max-in-degree 20 	D-min-in-degree 6 	D-max-out-degree 18 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 71 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 18
5529	SP	1047.1875	18.0942627302	1086	1011	D-edges 602 	D-max-degree 31 	D-min-degree 16 	D-max-in-degree 18 	D-min-in-degree 5 	D-max-out-degree 18 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 77 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 31 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 18
5528	UO	1046.125	18.9600731802	1073	1013	D-edges 607 	D-max-degree 31 	D-min-degree 15 	D-max-in-degree 18 	D-min-in-degree 5 	D-max-out-degree 18 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 86 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 31 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 18
5527	QS	1045.1875	17.3753372269	1070	1006	D-edges 612 	D-max-degree 33 	D-min-degree 14 	D-max-in-degree 20 	D-min-in-degree 6 	D-max-out-degree 18 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 74 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 18
5526	TM	1044.4375	11.9162113841	1062	1026	D-edges 606 	D-max-degree 32 	D-min-degree 15 	D-max-in-degree 18 	D-min-in-degree 5 	D-max-out-degree 18 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 80 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 32 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 18
5525	QZ	1043.9375	15.6303740758	1070	1017	D-edges 637 	D-max-degree 39 	D-min-degree 17 	D-max-in-degree 20 	D-min-in-degree 7 	D-max-out-degree 20 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 88 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 39 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 20
5524	D5K	1043.125	28.4360576557	1083	973	D-edges 613 	D-max-degree 40 	D-min-degree 15 	D-max-in-degree 23 	D-min-in-degree 6 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 62 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 34 	NSUC.conn 34 	NSUC-D-max-degree 40 	NSUC-D-max-in-degree 23 	NSUC-D-max-out-degree 19
5523	SK	1043.0625	18.9422436303	1077	1010	D-edges 602 	D-max-degree 32 	D-min-degree 15 	D-max-in-degree 19 	D-min-in-degree 5 	D-max-out-degree 18 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 80 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 32 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 18
5522	QF	1042.5625	22.9944796364	1074	993	D-edges 604 	D-max-degree 32 	D-min-degree 15 	D-max-in-degree 19 	D-min-in-degree 5 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 80 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 32 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 19
5521	SC	1041.6875	14.994660508	1072	1014	D-edges 602 	D-max-degree 32 	D-min-degree 15 	D-max-in-degree 19 	D-min-in-degree 5 	D-max-out-degree 18 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 79 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 32 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 18
5520	BOQ	1041.375	17.8741258528	1077	1013	D-edges 628 	D-max-degree 36 	D-min-degree 13 	D-max-in-degree 19 	D-min-in-degree 6 	D-max-out-degree 22 	D-min-out-degree 6 	D-diameter-from0 2 	UR-edges 90 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 22
5519	PS	1041.3125	15.1191879329	1066	1010	D-edges 603 	D-max-degree 32 	D-min-degree 15 	D-max-in-degree 19 	D-min-in-degree 5 	D-max-out-degree 18 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 80 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 32 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 18
5518	2C	1041.0625	20.810059917	1074	1004	D-edges 589 	D-max-degree 31 	D-min-degree 13 	D-max-in-degree 17 	D-min-in-degree 6 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 73 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 31 	NSUC-D-max-in-degree 17 	NSUC-D-max-out-degree 17
5517	BOP	1040.25	16.9281570172	1066	1015	D-edges 624 	D-max-degree 40 	D-min-degree 12 	D-max-in-degree 19 	D-min-in-degree 5 	D-max-out-degree 24 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 87 	UR-max-degree 10 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 40 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 24
5516	DV2	1040.1875	22.8451820687	1075	992	D-edges 626 	D-max-degree 37 	D-min-degree 15 	D-max-in-degree 20 	D-min-in-degree 6 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 78 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 47 	NSUC.disc 38 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 38 	NSUC.conn 0 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 22
5515	RB	1039.625	19.9745932374	1085	1003	D-edges 605 	D-max-degree 32 	D-min-degree 15 	D-max-in-degree 20 	D-min-in-degree 5 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 80 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 32 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5514	D5B	1039.4375	17.6173520641	1068	1003	D-edges 611 	D-max-degree 35 	D-min-degree 14 	D-max-in-degree 19 	D-min-in-degree 5 	D-max-out-degree 18 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 83 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 46 	NSUC.disc 38 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 38 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 18
5513	DYO	1038.375	18.8078274928	1070	994	D-edges 616 	D-max-degree 34 	D-min-degree 12 	D-max-in-degree 18 	D-min-in-degree 5 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 78 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 19
5512	ZT	1037.125	15.0161371531	1059	994	D-edges 606 	D-max-degree 34 	D-min-degree 11 	D-max-in-degree 19 	D-min-in-degree 3 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 81 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 39 	NSUC.conn 39 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 19
5511	NP	1033.3125	16.6422607764	1059	1003	D-edges 603 	D-max-degree 32 	D-min-degree 15 	D-max-in-degree 19 	D-min-in-degree 5 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 80 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 32 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 19
5510	7N	1032.1875	22.2492099579	1071	987	D-edges 640 	D-max-degree 36 	D-min-degree 18 	D-max-in-degree 19 	D-min-in-degree 5 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 71 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 22
5509	BWQ	1030.5	27.2144263213	1089	969	D-edges 634 	D-max-degree 40 	D-min-degree 16 	D-max-in-degree 22 	D-min-in-degree 6 	D-max-out-degree 20 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 89 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 45 	NSUC.disc 41 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 41 	NSUC.conn 0 	NSUC-D-max-degree 40 	NSUC-D-max-in-degree 22 	NSUC-D-max-out-degree 20
5508	PY	1030.125	21.4443320017	1075	1000	D-edges 632 	D-max-degree 36 	D-min-degree 17 	D-max-in-degree 19 	D-min-in-degree 4 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 84 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 19
5507	SV	1029.9375	25.0586031883	1083	986	D-edges 588 	D-max-degree 31 	D-min-degree 15 	D-max-in-degree 19 	D-min-in-degree 7 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 72 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 31 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 19
5506	DZH	1025.75	20.7560232222	1065	1000	D-edges 629 	D-max-degree 39 	D-min-degree 13 	D-max-in-degree 20 	D-min-in-degree 4 	D-max-out-degree 24 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 83 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 39 	NSUC.conn 39 	NSUC-D-max-degree 39 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 24
5505	WB	1025.5	29.2018835009	1059	944	D-edges 626 	D-max-degree 37 	D-min-degree 16 	D-max-in-degree 21 	D-min-in-degree 7 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 80 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 44 	NSUC.conn 44 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 22
5504	3N	1024.1875	21.3284397871	1060	989	D-edges 617 	D-max-degree 39 	D-min-degree 17 	D-max-in-degree 19 	D-min-in-degree 6 	D-max-out-degree 22 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 66 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 38 	NSUC.conn 38 	NSUC-D-max-degree 39 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 22
5503	BMU	1023.875	21.1508717314	1055	997	D-edges 639 	D-max-degree 36 	D-min-degree 16 	D-max-in-degree 20 	D-min-in-degree 7 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 72 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 37 	NSUC.conn 37 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 22
5502	VZ	1023.8125	18.4025091699	1064	993	D-edges 630 	D-max-degree 36 	D-min-degree 16 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 20 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 84 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 39 	NSUC.conn 39 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 20
5501	D5Y	1023.4375	34.3856233585	1083	959	D-edges 637 	D-max-degree 38 	D-min-degree 17 	D-max-in-degree 20 	D-min-in-degree 7 	D-max-out-degree 20 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 85 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 19
5500	D6N	1023.1875	30.3443132028	1065	958	D-edges 631 	D-max-degree 35 	D-min-degree 15 	D-max-in-degree 21 	D-min-in-degree 5 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 77 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 46 	NSUC.disc 35 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 35 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 22
5499	UM	1022.75	16.5586080333	1059	989	D-edges 608 	D-max-degree 33 	D-min-degree 15 	D-max-in-degree 17 	D-min-in-degree 3 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 74 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 17 	NSUC-D-max-out-degree 19
5498	VP	1020.6875	16.6947549772	1053	993	D-edges 600 	D-max-degree 32 	D-min-degree 16 	D-max-in-degree 18 	D-min-in-degree 5 	D-max-out-degree 20 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 64 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 32 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 20
5497	YQ	1020.5	20.4236382655	1053	984	D-edges 628 	D-max-degree 38 	D-min-degree 16 	D-max-in-degree 21 	D-min-in-degree 6 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 84 	UR-max-degree 7 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 22
5496	VA	1020.0625	42.3430465809	1071	931	D-edges 576 	D-max-degree 30 	D-min-degree 14 	D-max-in-degree 16 	D-min-in-degree 6 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 77 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 40 	NSUC.conn 40 	NSUC-D-max-degree 30 	NSUC-D-max-in-degree 16 	NSUC-D-max-out-degree 19
5495	Y3	1019.625	20.278914542	1068	994	D-edges 662 	D-max-degree 44 	D-min-degree 18 	D-max-in-degree 21 	D-min-in-degree 6 	D-max-out-degree 24 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 84 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 41 	NSUC.conn 41 	NSUC-D-max-degree 44 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 24
5494	XZ	1018.9375	15.5220357476	1045	986	D-edges 599 	D-max-degree 32 	D-min-degree 16 	D-max-in-degree 18 	D-min-in-degree 5 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 64 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 32 	NSUC-D-max-in-degree 18 	NSUC-D-max-out-degree 19
5493	D3J	1018.4375	14.66700698	1044	1000	D-edges 610 	D-max-degree 33 	D-min-degree 16 	D-max-in-degree 20 	D-min-in-degree 6 	D-max-out-degree 18 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 76 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 39 	NSUC.conn 39 	NSUC-D-max-degree 33 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 18
5492	BQ7	1017.875	20.291238873	1045	973	D-edges 624 	D-max-degree 34 	D-min-degree 14 	D-max-in-degree 19 	D-min-in-degree 5 	D-max-out-degree 20 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 83 	UR-max-degree 9 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 41 	NSUC.conn 41 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 20
5491	2J	1014.1875	18.3821202191	1042	977	D-edges 595 	D-max-degree 32 	D-min-degree 15 	D-max-in-degree 18 	D-min-in-degree 6 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 65 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 32 	NSUC-D-max-in-degree 17 	NSUC-D-max-out-degree 19
5490	24	1013.5625	13.9461856344	1040	993	D-edges 597 	D-max-degree 31 	D-min-degree 15 	D-max-in-degree 19 	D-min-in-degree 6 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 63 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 31 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 19
5489	DER	1013.375	18.4217093398	1043	970	D-edges 620 	D-max-degree 34 	D-min-degree 16 	D-max-in-degree 19 	D-min-in-degree 6 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 75 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 42 	NSUC.conn 42 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 19 	NSUC-D-max-out-degree 19
5488	BLD	1013.1875	13.9831092304	1037	986	D-edges 617 	D-max-degree 40 	D-min-degree 15 	D-max-in-degree 20 	D-min-in-degree 6 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 80 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 41 	NSUC.conn 41 	NSUC-D-max-degree 40 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 22
5487	PX	1012.8125	25.5910598403	1054	961	D-edges 637 	D-max-degree 38 	D-min-degree 16 	D-max-in-degree 21 	D-min-in-degree 6 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 87 	UR-max-degree 9 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 38 	NSUC-D-max-in-degree 21 	NSUC-D-max-out-degree 22
5486	QI	1011.875	19.9526783916	1047	981	D-edges 606 	D-max-degree 35 	D-min-degree 10 	D-max-in-degree 22 	D-min-in-degree 3 	D-max-out-degree 18 	D-min-out-degree 7 	D-diameter-from0 2 	UR-edges 76 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 3 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 35 	NSUC-D-max-in-degree 22 	NSUC-D-max-out-degree 18
5485	UH	1010.75	15.2212844399	1045	989	D-edges 608 	D-max-degree 34 	D-min-degree 14 	D-max-in-degree 17 	D-min-in-degree 6 	D-max-out-degree 19 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 65 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 34 	NSUC-D-max-in-degree 17 	NSUC-D-max-out-degree 19
5484	DHJ	1009.625	16.4767829081	1033	976	D-edges 636 	D-max-degree 36 	D-min-degree 15 	D-max-in-degree 20 	D-min-in-degree 6 	D-max-out-degree 23 	D-min-out-degree 6 	D-diameter-from0 3 	UR-edges 89 	UR-max-degree 8 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 36 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 23
5483	BMR	1008.0	36.7610527597	1068	939	D-edges 630 	D-max-degree 37 	D-min-degree 18 	D-max-in-degree 20 	D-min-in-degree 7 	D-max-out-degree 22 	D-min-out-degree 7 	D-diameter-from0 3 	UR-edges 73 	UR-max-degree 7 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 0 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 36 	NSUC.conn 36 	NSUC-D-max-degree 37 	NSUC-D-max-in-degree 20 	NSUC-D-max-out-degree 22
